customer_id,complaint_date,complaint_category,severity,comment,resolution_time_days,escalated
CUST0001610,2023-06-23,High Bill,4,"Your company is a disaster, I've never dealt with such incompetent service before",2,1
CUST0001612,2024-12-28,Billing Error,3,"My neighbor has the same plan but pays less, something doesn't add up",12,0
CUST0001613,2023-01-14,Service Outage,3,"Had to call multiple times to get any kind of response, frustrating",0,0
CUST0001613,2023-05-18,Rate Increase,4,"My power has been out for 3 days and all I get is automated responses, shameful",3,0
CUST0001613,2024-01-29,Service Outage,3,"Bill seems higher than expected this month, not very happy about it",5,1
CUST0001613,2023-05-05,Meter Malfunction,2,"Excellent response time to my email inquiry, answered within hours",0,1
CUST0001613,2023-04-05,Rate Increase,2,"Excellent response time to my email inquiry, answered within hours",5,0
CUST0001613,2023-05-09,Rate Increase,3,"I was promised a callback but never received one, disappointed",1,1
CUST0001613,2024-01-20,Rate Increase,4,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",1,0
CUST0001614,2023-06-29,Billing Error,4,"The incompetence of your billing department is beyond belief, absolutely furious",13,0
CUST0001614,2024-03-16,Connection Issue,2,"Thank you for the clear explanation of my bill, now I understand it fully",21,1
CUST0001615,2023-07-20,Service Outage,3,Asking about the process for transferring service to a new address,9,0
CUST0001616,2023-10-04,Connection Issue,1,"Excellent response time to my email inquiry, answered within hours",0,0
CUST0001616,2024-06-20,Environmental Concern,2,Want to understand the breakdown of charges on my latest bill,1,1
CUST0001616,2023-06-20,Service Outage,1,Very satisfied with how quickly the outage was resolved in our area,2,0
CUST0001616,2024-12-10,Connection Issue,3,Power flickering has been an ongoing issue that nobody seems to fix,6,0
CUST0001616,2024-07-15,High Bill,4,Completely fed up with the constant outages and zero accountability from management,2,0
CUST0001616,2023-08-10,Poor Customer Service,3,The technician didn't show up during the scheduled time window again,4,0
CUST0001616,2024-10-22,Service Outage,3,"Not happy with the rate increase, feels unfair to long-term customers",1,0
CUST0001616,2023-09-23,Service Outage,2,Question about the peak and off-peak pricing hours for my plan,4,0
CUST0001617,2024-08-14,Environmental Concern,4,"I regret ever signing up with this company, worst decision I ever made",3,1
CUST0001617,2024-10-12,Service Outage,3,"The online portal is confusing and hard to navigate, needs improvement",8,0
CUST0001617,2024-10-26,Meter Malfunction,2,"The autopay setup was easy and the confirmation was immediate, well done",1,1
CUST0001617,2024-12-20,Service Outage,4,Power flickering has been an ongoing issue that nobody seems to fix,11,1
CUST0001618,2024-03-30,Environmental Concern,4,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",13,0
CUST0001618,2023-02-13,Billing Error,2,Just wanted to confirm receipt of my recent payment submission,6,0
CUST0001618,2023-04-16,Delayed Response,5,"Nobody seems to care about resolving my issue, this is unacceptable and pathetic",10,0
CUST0001618,2024-05-06,Connection Issue,4,"Nobody seems to care about resolving my issue, this is unacceptable and pathetic",6,0
CUST0001618,2023-10-21,Meter Malfunction,3,Following up on my previous service request submitted last week,4,0
CUST0001618,2024-03-07,High Bill,3,Looking for details on estimated vs actual meter readings,3,1
CUST0001618,2024-05-04,Service Outage,4,"Terrible service, been waiting for weeks with no resolution whatsoever",2,1
CUST0001618,2024-12-19,Rate Increase,2,General account inquiry about my current balance and due date,3,0
CUST0001618,2024-03-10,Meter Malfunction,5,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",19,1
CUST0001618,2023-12-02,Meter Malfunction,3,Want to understand the breakdown of charges on my latest bill,2,0
CUST0001620,2023-04-19,Billing Error,4,I feel like I'm not getting value for what I'm paying every month,14,0
CUST0001620,2024-01-07,Meter Malfunction,5,I am extremely frustrated with the complete lack of communication from your team,2,0
CUST0001620,2024-11-26,Meter Malfunction,3,"I was promised a callback but never received one, disappointed",2,0
CUST0001620,2024-10-10,Connection Issue,3,Calling to verify my autopay is set up correctly for next month,42,0
CUST0001621,2023-02-03,Service Outage,5,"Your company is a disaster, I've never dealt with such incompetent service before",16,0
CUST0001621,2023-01-10,Meter Malfunction,4,"I want to cancel my service immediately, this has been an absolute nightmare",0,0
CUST0001621,2023-11-01,Rate Increase,5,"Disgusting how you treat loyal customers, I'm telling everyone to avoid your company",3,0
CUST0001621,2023-05-16,High Bill,2,Asking about the process for transferring service to a new address,1,0
CUST0001621,2024-04-09,High Bill,2,Checking on the status of my refund that was processed recently,0,1
CUST0001622,2024-04-12,High Bill,4,"The meter reading seems inaccurate again, this keeps happening",0,0
CUST0001622,2023-03-26,Connection Issue,3,Power flickering has been an ongoing issue that nobody seems to fix,1,0
CUST0001622,2024-02-21,Rate Increase,3,"I was promised a callback but never received one, disappointed",6,0
CUST0001622,2023-11-24,Delayed Response,5,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",8,0
CUST0001623,2023-08-25,Environmental Concern,4,Service interruption was really inconvenient and disrupted my work,0,0
CUST0001623,2023-09-07,Poor Customer Service,3,Resolution took much longer than what was originally promised to me,18,0
CUST0001623,2024-07-21,Poor Customer Service,5,"My power has been out for 3 days and all I get is automated responses, shameful",2,1
CUST0001624,2023-02-08,Poor Customer Service,2,Customer service representative was very helpful and knowledgeable,0,0
CUST0001624,2023-07-06,Poor Customer Service,4,"The meter reading seems inaccurate again, this keeps happening",1,0
CUST0001624,2023-09-06,High Bill,2,Need to schedule a routine maintenance appointment for my meter,16,1
CUST0001624,2024-01-23,Poor Customer Service,5,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",10,1
CUST0001624,2024-04-13,Delayed Response,3,Question about the peak and off-peak pricing hours for my plan,0,1
CUST0001624,2023-05-27,Service Outage,4,"I want to cancel my service immediately, this has been an absolute nightmare",7,0
CUST0001625,2024-09-24,Connection Issue,2,Looking for details on estimated vs actual meter readings,2,0
CUST0001625,2024-03-20,Environmental Concern,2,"Appreciate the prompt service restoration, great job by the crew",8,0
CUST0001628,2024-09-21,Connection Issue,3,Asking about the process for transferring service to a new address,0,0
CUST0001628,2023-12-22,Billing Error,2,"Excellent response time to my email inquiry, answered within hours",1,0
CUST0001629,2023-12-03,Poor Customer Service,4,Resolution took much longer than what was originally promised to me,4,0
CUST0001629,2023-05-26,Rate Increase,4,Power flickering has been an ongoing issue that nobody seems to fix,9,0
CUST0001629,2023-06-22,Delayed Response,4,"Nobody seems to care about resolving my issue, this is unacceptable and pathetic",1,0
CUST0001629,2024-11-21,Poor Customer Service,4,Completely fed up with the constant outages and zero accountability from management,0,0
CUST0001629,2023-04-18,Environmental Concern,3,Following up on my previous service request submitted last week,10,0
CUST0001629,2024-06-18,Environmental Concern,4,"Terrible service, been waiting for weeks with no resolution whatsoever",24,0
CUST0001629,2024-09-08,Rate Increase,2,Want to understand the breakdown of charges on my latest bill,12,0
CUST0001630,2024-02-12,Meter Malfunction,2,Just wanted to confirm receipt of my recent payment submission,27,0
CUST0001631,2024-02-15,Delayed Response,3,Want to understand the breakdown of charges on my latest bill,18,0
CUST0001634,2023-10-05,Connection Issue,2,Just wanted to confirm receipt of my recent payment submission,0,0
CUST0001634,2024-02-27,Rate Increase,4,Resolution took much longer than what was originally promised to me,4,0
CUST0001635,2024-04-24,Billing Error,2,Impressed by the professionalism of the technician who visited my home,0,0
CUST0001635,2023-03-04,Poor Customer Service,3,Need information about available rate plans and any current promotions,21,0
CUST0001635,2023-04-22,Delayed Response,4,"Had to call multiple times to get any kind of response, frustrating",11,1
CUST0001635,2024-06-20,Rate Increase,2,Inquiring about payment plan options available for my account,13,1
CUST0001637,2024-02-21,Rate Increase,4,"My neighbor has the same plan but pays less, something doesn't add up",0,0
CUST0001637,2023-04-01,Service Outage,3,Service interruption was really inconvenient and disrupted my work,2,0
CUST0001637,2024-07-02,Service Outage,3,Requesting meter check at my property at a convenient time,0,1
CUST0001641,2024-05-21,Connection Issue,2,I would like to update my contact information on file please,7,1
CUST0001641,2024-10-09,Service Outage,2,Question about the peak and off-peak pricing hours for my plan,7,1
CUST0001641,2023-08-11,Billing Error,2,Want to understand the breakdown of charges on my latest bill,2,1
CUST0001641,2023-01-25,Delayed Response,3,The billing cycle change caused confusion on my payment schedule,0,0
CUST0001641,2023-12-24,Delayed Response,3,Service interruption was really inconvenient and disrupted my work,11,0
CUST0001642,2024-11-14,Poor Customer Service,1,"Thank you for the clear explanation of my bill, now I understand it fully",13,1
CUST0001642,2024-05-10,High Bill,2,Asking about the process for transferring service to a new address,4,1
CUST0001648,2023-01-02,Billing Error,4,Not satisfied with the response I got from the support agent,3,0
CUST0001648,2024-12-15,Billing Error,3,"Had to call multiple times to get any kind of response, frustrating",3,0
CUST0001648,2024-03-19,Environmental Concern,3,Requesting meter check at my property at a convenient time,5,0
CUST0001649,2023-02-10,Delayed Response,2,Impressed by the professionalism of the technician who visited my home,33,0
CUST0001652,2024-06-21,High Bill,4,Not satisfied with the response I got from the support agent,9,0
CUST0001653,2023-06-22,Delayed Response,5,"I regret ever signing up with this company, worst decision I ever made",8,0
CUST0001653,2023-02-20,Connection Issue,4,"I've been overcharged for months and nobody will help me, this is theft and fraud",26,1
CUST0001653,2024-12-23,Delayed Response,3,Not satisfied with the response I got from the support agent,2,0
CUST0001653,2023-06-06,Connection Issue,5,"Nobody seems to care about resolving my issue, this is unacceptable and pathetic",1,1
CUST0001654,2024-11-17,Delayed Response,3,Asking about the process for transferring service to a new address,0,0
CUST0001654,2024-05-09,Rate Increase,4,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",15,0
CUST0001654,2024-02-11,Rate Increase,5,"I regret ever signing up with this company, worst decision I ever made",1,0
CUST0001655,2024-06-03,Rate Increase,4,The technician didn't show up during the scheduled time window again,0,0
CUST0001655,2024-09-22,Rate Increase,2,"The online portal improvements are excellent, much easier to use now",14,0
CUST0001655,2023-08-06,Delayed Response,3,Looking for details on estimated vs actual meter readings,6,0
CUST0001655,2024-01-21,Rate Increase,4,Service interruption was really inconvenient and disrupted my work,9,0
CUST0001655,2024-03-27,Environmental Concern,2,"Your team handled my move-in process smoothly, very happy with the experience",0,0
CUST0001655,2024-09-14,Connection Issue,3,"The online portal is confusing and hard to navigate, needs improvement",2,0
CUST0001655,2023-06-13,Rate Increase,2,Calling to verify my autopay is set up correctly for next month,14,0
CUST0001655,2024-09-15,Poor Customer Service,3,"I was promised a callback but never received one, disappointed",15,1
CUST0001655,2024-07-02,High Bill,4,I feel like I'm not getting value for what I'm paying every month,0,1
CUST0001655,2023-11-04,Meter Malfunction,3,Question about the peak and off-peak pricing hours for my plan,21,1
CUST0001657,2024-05-20,High Bill,4,"My power has been out for 3 days and all I get is automated responses, shameful",3,0
CUST0001657,2023-01-16,Meter Malfunction,4,"Terrible service, been waiting for weeks with no resolution whatsoever",0,1
CUST0001657,2023-01-04,High Bill,3,Power flickering has been an ongoing issue that nobody seems to fix,0,0
CUST0001657,2024-08-13,Billing Error,4,"I was promised a callback but never received one, disappointed",1,1
CUST0001657,2024-06-22,High Bill,5,How dare you raise rates again after providing such terrible unreliable service,12,1
CUST0001657,2023-03-08,Environmental Concern,5,"Terrible service, been waiting for weeks with no resolution whatsoever",1,1
CUST0001657,2024-06-27,Meter Malfunction,2,"Your team handled my move-in process smoothly, very happy with the experience",2,0
CUST0001657,2024-04-19,Service Outage,3,"I was promised a callback but never received one, disappointed",9,0
CUST0001658,2023-03-08,Connection Issue,4,"Bill seems higher than expected this month, not very happy about it",1,1
CUST0001658,2023-11-18,Rate Increase,3,Following up on my previous service request submitted last week,5,0
CUST0001660,2023-01-14,Service Outage,5,"This is the third time I've called about the same problem and nothing has been fixed, horrible",4,0
CUST0001660,2023-05-30,Meter Malfunction,2,"Thank you for the clear explanation of my bill, now I understand it fully",0,1
CUST0001660,2023-05-20,Environmental Concern,4,"I've been overcharged for months and nobody will help me, this is theft and fraud",4,0
CUST0001660,2024-04-16,Connection Issue,4,"Your company is a disaster, I've never dealt with such incompetent service before",2,0
CUST0001660,2023-04-08,Delayed Response,2,Very satisfied with how quickly the outage was resolved in our area,3,1
CUST0001660,2023-08-19,Connection Issue,1,"Quick resolution to my billing question, very impressed with the service",7,0
CUST0001660,2023-12-23,Environmental Concern,3,The billing cycle change caused confusion on my payment schedule,6,1
CUST0001660,2023-07-29,Connection Issue,1,"The autopay setup was easy and the confirmation was immediate, well done",0,1
CUST0001660,2024-08-01,Rate Increase,2,Calling to verify my autopay is set up correctly for next month,4,0
CUST0001661,2024-06-12,Service Outage,5,"I regret ever signing up with this company, worst decision I ever made",18,1
CUST0001661,2024-12-21,High Bill,2,"Thank you for the clear explanation of my bill, now I understand it fully",1,0
CUST0001662,2024-01-26,Connection Issue,2,Just wanted to confirm receipt of my recent payment submission,9,0
CUST0001662,2023-09-05,Service Outage,3,Called to inquire about my bill details and payment options,12,1
CUST0001662,2023-03-14,High Bill,4,"The online portal is confusing and hard to navigate, needs improvement",6,0
CUST0001662,2023-03-14,Poor Customer Service,3,Called to inquire about my bill details and payment options,2,0
CUST0001662,2024-04-05,Billing Error,1,"The autopay setup was easy and the confirmation was immediate, well done",0,0
CUST0001663,2024-04-27,Rate Increase,4,"Your company is a disaster, I've never dealt with such incompetent service before",6,0
CUST0001663,2024-01-23,Meter Malfunction,3,Service interruption was really inconvenient and disrupted my work,1,1
CUST0001665,2023-05-15,Connection Issue,5,"Your company is a disaster, I've never dealt with such incompetent service before",11,1
CUST0001666,2023-08-25,Environmental Concern,1,"Excellent response time to my email inquiry, answered within hours",30,0
CUST0001666,2024-11-18,Connection Issue,3,Need information about available rate plans and any current promotions,15,1
CUST0001666,2024-06-04,Billing Error,4,Completely fed up with the constant outages and zero accountability from management,1,0
CUST0001666,2023-04-29,Poor Customer Service,4,"Had to call multiple times to get any kind of response, frustrating",3,1
CUST0001666,2024-04-03,Connection Issue,3,Looking for details on estimated vs actual meter readings,10,0
CUST0001666,2024-01-29,High Bill,5,"This is the third time I've called about the same problem and nothing has been fixed, horrible",7,0
CUST0001667,2024-01-13,High Bill,2,The new smart meter is working perfectly and I love the detailed usage data,1,1
CUST0001667,2023-02-12,Billing Error,4,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",2,0
CUST0001670,2023-09-16,Poor Customer Service,1,Impressed by the professionalism of the technician who visited my home,13,0
CUST0001670,2024-08-11,Meter Malfunction,3,Want to understand the breakdown of charges on my latest bill,5,0
CUST0001670,2023-10-27,Rate Increase,2,Question about the peak and off-peak pricing hours for my plan,0,0
CUST0001670,2023-06-28,Service Outage,4,"The online portal is confusing and hard to navigate, needs improvement",6,1
CUST0001670,2023-01-08,Environmental Concern,2,Just wanted to confirm receipt of my recent payment submission,5,1
CUST0001673,2023-02-05,Billing Error,4,"Disgusting how you treat loyal customers, I'm telling everyone to avoid your company",1,1
CUST0001673,2023-03-29,Meter Malfunction,4,Not satisfied with the response I got from the support agent,12,1
CUST0001673,2024-02-29,Rate Increase,2,Inquiring about payment plan options available for my account,3,0
CUST0001673,2024-04-13,Poor Customer Service,3,Resolution took much longer than what was originally promised to me,2,0
CUST0001674,2023-09-14,Poor Customer Service,4,Resolution took much longer than what was originally promised to me,1,0
CUST0001676,2023-09-25,Environmental Concern,1,"The online portal improvements are excellent, much easier to use now",9,0
CUST0001677,2023-08-17,Meter Malfunction,4,How dare you raise rates again after providing such terrible unreliable service,22,0
CUST0001677,2023-01-31,High Bill,3,Calling to verify my autopay is set up correctly for next month,4,1
CUST0001677,2024-04-12,Environmental Concern,3,Resolution took much longer than what was originally promised to me,10,0
CUST0001677,2024-01-27,Connection Issue,5,"Disgusting how you treat loyal customers, I'm telling everyone to avoid your company",0,0
CUST0001677,2024-07-23,Delayed Response,1,The new smart meter is working perfectly and I love the detailed usage data,1,0
CUST0001678,2024-11-14,Rate Increase,4,The billing cycle change caused confusion on my payment schedule,9,0
CUST0001678,2024-04-27,Connection Issue,1,"Excellent response time to my email inquiry, answered within hours",18,0
CUST0001678,2023-11-19,Service Outage,4,"My power has been out for 3 days and all I get is automated responses, shameful",2,0
CUST0001679,2024-01-29,Meter Malfunction,4,How dare you raise rates again after providing such terrible unreliable service,2,1
CUST0001679,2024-07-08,Meter Malfunction,4,I am extremely frustrated with the complete lack of communication from your team,5,0
CUST0001679,2024-04-06,High Bill,4,Not satisfied with the response I got from the support agent,1,0
CUST0001679,2024-10-13,Delayed Response,3,"Bill seems higher than expected this month, not very happy about it",22,0
CUST0001680,2023-06-17,High Bill,4,"Bill seems higher than expected this month, not very happy about it",13,0
CUST0001680,2023-08-13,Meter Malfunction,3,Power flickering has been an ongoing issue that nobody seems to fix,8,0
CUST0001681,2023-03-21,Connection Issue,1,Really appreciate the proactive notification about the planned maintenance,5,0
CUST0001681,2023-08-21,Billing Error,4,"Bill seems higher than expected this month, not very happy about it",5,0
CUST0001681,2024-11-10,Meter Malfunction,5,"I regret ever signing up with this company, worst decision I ever made",20,0
CUST0001683,2024-11-04,Connection Issue,4,Resolution took much longer than what was originally promised to me,4,0
CUST0001683,2023-01-11,Environmental Concern,3,"The online portal is confusing and hard to navigate, needs improvement",4,0
CUST0001684,2023-01-24,Meter Malfunction,2,"The autopay setup was easy and the confirmation was immediate, well done",12,1
CUST0001685,2023-02-27,Environmental Concern,4,"I've been overcharged for months and nobody will help me, this is theft and fraud",2,0
CUST0001685,2024-12-14,Delayed Response,5,"The incompetence of your billing department is beyond belief, absolutely furious",0,0
CUST0001685,2023-02-04,Environmental Concern,3,Resolution took much longer than what was originally promised to me,4,0
CUST0001685,2023-05-10,Poor Customer Service,3,"Had to call multiple times to get any kind of response, frustrating",21,1
CUST0001685,2024-08-30,Rate Increase,5,Completely fed up with the constant outages and zero accountability from management,3,0
CUST0001685,2023-06-25,Connection Issue,4,"The meter reading seems inaccurate again, this keeps happening",9,1
CUST0001685,2023-09-13,Billing Error,1,Really appreciate the proactive notification about the planned maintenance,1,1
CUST0001685,2023-04-14,Poor Customer Service,3,I would like to update my contact information on file please,10,0
CUST0001686,2023-12-31,Connection Issue,4,"Worst customer experience I have ever had in my entire life, absolutely disgusting",4,0
CUST0001687,2024-02-08,Service Outage,5,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",2,0
CUST0001687,2023-04-10,Meter Malfunction,5,"Worst customer experience I have ever had in my entire life, absolutely disgusting",24,1
CUST0001687,2023-04-20,Connection Issue,3,General account inquiry about my current balance and due date,6,0
CUST0001687,2023-09-06,Delayed Response,4,"Terrible service, been waiting for weeks with no resolution whatsoever",14,0
CUST0001688,2024-01-01,Environmental Concern,3,Power flickering has been an ongoing issue that nobody seems to fix,0,0
CUST0001689,2023-05-24,Delayed Response,1,"Thank you for the clear explanation of my bill, now I understand it fully",11,0
CUST0001689,2023-07-07,Service Outage,3,"I was promised a callback but never received one, disappointed",1,1
CUST0001689,2023-12-19,Connection Issue,5,"I want to cancel my service immediately, this has been an absolute nightmare",0,0
CUST0001689,2023-03-08,Service Outage,4,"I want to cancel my service immediately, this has been an absolute nightmare",3,1
CUST0001689,2024-05-08,Delayed Response,3,Need information about available rate plans and any current promotions,9,0
CUST0001689,2024-01-12,Service Outage,3,Service interruption was really inconvenient and disrupted my work,25,0
CUST0001689,2023-06-08,Environmental Concern,4,"Had to call multiple times to get any kind of response, frustrating",16,1
CUST0001689,2023-06-03,Billing Error,3,Not satisfied with the response I got from the support agent,14,0
CUST0001689,2023-08-05,Service Outage,3,Calling to verify my autopay is set up correctly for next month,7,0
CUST0001690,2024-11-11,Connection Issue,1,"Appreciate the prompt service restoration, great job by the crew",4,1
CUST0001690,2024-01-11,Connection Issue,4,"The meter reading seems inaccurate again, this keeps happening",12,1
CUST0001690,2023-04-23,High Bill,5,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",14,0
CUST0001690,2024-03-25,Rate Increase,2,Looking for details on estimated vs actual meter readings,0,0
CUST0001690,2024-10-22,Service Outage,4,Service interruption was really inconvenient and disrupted my work,27,1
CUST0001690,2024-02-22,High Bill,4,"The meter reading seems inaccurate again, this keeps happening",21,0
CUST0001690,2023-12-29,Service Outage,2,"Great experience overall, the agent went above and beyond to help me",18,0
CUST0001690,2023-01-11,Connection Issue,4,"I regret ever signing up with this company, worst decision I ever made",6,0
CUST0001690,2023-07-29,Rate Increase,5,I am extremely frustrated with the complete lack of communication from your team,4,1
CUST0001691,2023-05-31,Service Outage,2,I would like to update my contact information on file please,14,0
CUST0001692,2023-12-07,Environmental Concern,2,Want to understand the breakdown of charges on my latest bill,8,0
CUST0001692,2023-05-08,Service Outage,3,"My neighbor has the same plan but pays less, something doesn't add up",2,0
CUST0001692,2023-02-25,Service Outage,4,Service interruption was really inconvenient and disrupted my work,0,1
CUST0001692,2023-06-03,Environmental Concern,4,"My neighbor has the same plan but pays less, something doesn't add up",7,0
CUST0001693,2023-04-30,Meter Malfunction,2,Called to inquire about my bill details and payment options,0,0
CUST0001693,2024-02-08,Poor Customer Service,1,Pleased with the energy savings tips provided during my last call,7,0
CUST0001693,2023-11-20,Rate Increase,4,"Not happy with the rate increase, feels unfair to long-term customers",21,0
CUST0001693,2023-02-12,Poor Customer Service,3,General account inquiry about my current balance and due date,8,1
CUST0001695,2024-10-02,Rate Increase,2,Following up on my previous service request submitted last week,0,0
CUST0001699,2024-03-11,Billing Error,2,Requesting meter check at my property at a convenient time,4,0
CUST0001699,2024-03-14,Environmental Concern,3,General account inquiry about my current balance and due date,5,0
CUST0001702,2023-02-27,Service Outage,3,The technician didn't show up during the scheduled time window again,6,1
CUST0001703,2024-09-12,Billing Error,4,"Worst customer experience I have ever had in my entire life, absolutely disgusting",25,0
CUST0001704,2023-09-19,Poor Customer Service,3,Need to schedule a routine maintenance appointment for my meter,3,0
CUST0001704,2023-02-08,Delayed Response,2,Question about the peak and off-peak pricing hours for my plan,5,0
CUST0001704,2023-12-29,Meter Malfunction,4,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",4,0
CUST0001704,2023-08-13,Delayed Response,2,Calling to verify my autopay is set up correctly for next month,10,0
CUST0001704,2024-05-04,High Bill,1,"Appreciate the prompt service restoration, great job by the crew",3,0
CUST0001706,2023-10-14,Meter Malfunction,4,"Had to call multiple times to get any kind of response, frustrating",1,0
CUST0001706,2024-12-01,Service Outage,5,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",7,1
CUST0001706,2023-09-09,Rate Increase,1,"Happy with the new rate plan options, they really fit my needs well",9,0
CUST0001706,2024-10-08,Rate Increase,2,"Thank you for the clear explanation of my bill, now I understand it fully",2,0
CUST0001706,2023-07-08,Meter Malfunction,1,"Thank you for the clear explanation of my bill, now I understand it fully",3,0
CUST0001706,2023-10-01,Delayed Response,4,"My power has been out for 3 days and all I get is automated responses, shameful",3,1
CUST0001706,2023-12-22,Rate Increase,5,I am extremely frustrated with the complete lack of communication from your team,9,1
CUST0001707,2024-06-06,Meter Malfunction,4,"I've been overcharged for months and nobody will help me, this is theft and fraud",1,0
CUST0001707,2023-04-06,Environmental Concern,1,"Quick resolution to my billing question, very impressed with the service",2,1
CUST0001707,2023-12-07,High Bill,3,Requesting meter check at my property at a convenient time,1,0
CUST0001708,2024-12-13,Delayed Response,2,Really appreciate the proactive notification about the planned maintenance,5,0
CUST0001708,2024-04-03,Service Outage,2,Requesting meter check at my property at a convenient time,1,0
CUST0001708,2023-02-26,Billing Error,2,Want to understand the breakdown of charges on my latest bill,8,1
CUST0001708,2024-08-13,Environmental Concern,2,I would like to update my contact information on file please,8,0
CUST0001708,2023-12-04,Poor Customer Service,3,Looking for details on estimated vs actual meter readings,26,0
CUST0001708,2023-01-27,Environmental Concern,2,Inquiring about payment plan options available for my account,6,1
CUST0001708,2023-06-21,Delayed Response,4,Service interruption was really inconvenient and disrupted my work,3,1
CUST0001708,2024-03-26,Delayed Response,5,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",25,1
CUST0001708,2023-07-29,High Bill,3,Looking for details on estimated vs actual meter readings,0,1
CUST0001708,2024-08-27,Billing Error,4,Not satisfied with the response I got from the support agent,7,0
CUST0001708,2023-11-26,Billing Error,3,Asking about the process for transferring service to a new address,8,0
CUST0001708,2023-05-27,Environmental Concern,2,Impressed by the professionalism of the technician who visited my home,5,0
CUST0001708,2023-03-13,Delayed Response,4,Resolution took much longer than what was originally promised to me,8,0
CUST0001708,2023-10-08,Delayed Response,4,Resolution took much longer than what was originally promised to me,7,0
CUST0001708,2024-06-05,Service Outage,1,Impressed by the professionalism of the technician who visited my home,19,0
CUST0001713,2024-07-31,Connection Issue,3,Resolution took much longer than what was originally promised to me,13,1
CUST0001714,2024-09-03,Connection Issue,4,"Had to call multiple times to get any kind of response, frustrating",0,0
CUST0001714,2024-03-05,Rate Increase,1,Very satisfied with how quickly the outage was resolved in our area,12,0
CUST0001714,2024-10-28,Meter Malfunction,4,Power flickering has been an ongoing issue that nobody seems to fix,4,1
CUST0001715,2024-07-01,Delayed Response,2,"The autopay setup was easy and the confirmation was immediate, well done",7,0
CUST0001716,2023-09-05,Rate Increase,4,"Nobody seems to care about resolving my issue, this is unacceptable and pathetic",0,0
CUST0001719,2024-08-09,Service Outage,3,Called to inquire about my bill details and payment options,27,0
CUST0001719,2023-11-05,Environmental Concern,3,Question about the peak and off-peak pricing hours for my plan,7,0
CUST0001720,2023-06-13,Delayed Response,1,"Thank you for the clear explanation of my bill, now I understand it fully",1,0
CUST0001720,2024-03-05,Meter Malfunction,3,Called to inquire about my bill details and payment options,2,0
CUST0001721,2023-05-08,Meter Malfunction,3,Power flickering has been an ongoing issue that nobody seems to fix,2,0
CUST0001721,2023-01-09,Billing Error,3,"Bill seems higher than expected this month, not very happy about it",5,0
CUST0001721,2023-09-28,Rate Increase,4,The technician didn't show up during the scheduled time window again,3,1
CUST0001721,2024-10-17,Delayed Response,1,Impressed by the professionalism of the technician who visited my home,17,1
CUST0001722,2023-02-18,Poor Customer Service,3,Waited on hold for 45 minutes which is unacceptable in this day and age,21,1
CUST0001723,2023-09-29,Rate Increase,2,"Appreciate the prompt service restoration, great job by the crew",3,0
CUST0001723,2023-07-12,Environmental Concern,3,Waited on hold for 45 minutes which is unacceptable in this day and age,9,0
CUST0001723,2023-05-31,Rate Increase,4,"My neighbor has the same plan but pays less, something doesn't add up",0,1
CUST0001723,2024-10-21,Environmental Concern,3,Called to inquire about my bill details and payment options,2,0
CUST0001723,2024-05-20,Billing Error,2,Checking on the status of my refund that was processed recently,10,0
CUST0001723,2024-01-21,Poor Customer Service,5,How dare you raise rates again after providing such terrible unreliable service,1,0
CUST0001725,2023-06-30,Service Outage,3,"The online portal is confusing and hard to navigate, needs improvement",0,0
CUST0001726,2023-12-30,Billing Error,3,Question about the peak and off-peak pricing hours for my plan,15,0
CUST0001726,2023-10-10,Service Outage,4,"Had to call multiple times to get any kind of response, frustrating",3,0
CUST0001727,2023-01-14,Billing Error,2,Need to schedule a routine maintenance appointment for my meter,1,0
CUST0001727,2024-01-17,Service Outage,4,"Your company is a disaster, I've never dealt with such incompetent service before",0,0
CUST0001727,2024-02-11,High Bill,4,"The incompetence of your billing department is beyond belief, absolutely furious",1,0
CUST0001727,2024-01-11,Environmental Concern,4,I am extremely frustrated with the complete lack of communication from your team,6,0
CUST0001727,2023-03-08,High Bill,4,"This is the third time I've called about the same problem and nothing has been fixed, horrible",27,0
CUST0001727,2023-06-22,Poor Customer Service,2,Need information about available rate plans and any current promotions,8,1
CUST0001727,2024-04-24,Rate Increase,3,"Bill seems higher than expected this month, not very happy about it",1,0
CUST0001728,2024-07-13,Rate Increase,3,"The meter reading seems inaccurate again, this keeps happening",11,0
CUST0001728,2023-11-19,Environmental Concern,1,Customer service representative was very helpful and knowledgeable,3,0
CUST0001729,2023-10-28,Billing Error,2,Inquiring about payment plan options available for my account,3,0
CUST0001729,2024-05-09,High Bill,2,The new smart meter is working perfectly and I love the detailed usage data,16,0
CUST0001729,2023-07-09,Environmental Concern,3,Looking for details on estimated vs actual meter readings,4,0
