customer_id,comment,severity
C00272,"Outstanding service quality, no issues whatsoever.",2
C00273,"Excellent response time, I am very satisfied.",2
C00274,My outage has been going on for 5 days and no one cares. Disgusting.,2
C00277,"Outstanding service quality, no issues whatsoever.",2
C00281,"Quick and helpful customer service, thank you!",2
C00283,My service was cut off without warning. I demand an explanation.,4
C00283,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00283,Nothing special to report. Service has been average.,4
C00284,"Love the online portal, makes managing my account super easy.",2
C00285,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3
C00285,"Quick and helpful customer service, thank you!",2
C00286,Service is generally okay. Had a minor billing discrepancy last month.,3
C00286,This is the worst experience I have ever had. Planning to switch provider immediately.,4
C00286,Unresponsive support and endless hold times. Absolutely awful.,3
C00286,Unresponsive support and endless hold times. Absolutely awful.,5
C00286,The support person was polite but couldn't fully resolve my issue.,5
C00288,Had to follow up twice to get my meter reading corrected.,1
C00288,"Very happy with the service, everything works great.",1
C00289,Billing seems correct this month. Last month there was a small issue.,1
C00289,Billing seems correct this month. Last month there was a small issue.,1
C00291,Technician arrived on time but the fix took longer than expected.,3
C00291,"Quick and helpful customer service, thank you!",3
C00292,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00292,Service interruption was brief. Would like better communication next time.,5
C00292,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4
C00294,No major problems but the website is a bit slow.,2
C00295,Service interruption was brief. Would like better communication next time.,3
C00295,"Love the online portal, makes managing my account super easy.",1
C00296,My billing issue was resolved within hours. Highly recommend.,3
C00297,My service was cut off without warning. I demand an explanation.,5
C00297,The technician never showed up. I took a day off work for nothing.,4
C00297,The support person was polite but couldn't fully resolve my issue.,5
C00299,The technician never showed up. I took a day off work for nothing.,2
C00299,The support team was extremely helpful and resolved my issue quickly.,1
C00300,"Outstanding service quality, no issues whatsoever.",1
C00300,Technician arrived on time but the fix took longer than expected.,1
C00301,"Love the online portal, makes managing my account super easy.",3
C00302,Service is generally okay. Had a minor billing discrepancy last month.,1
C00303,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3
C00303,The technician never showed up. I took a day off work for nothing.,5
C00303,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3
C00303,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5
C00303,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00303,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5
C00304,Very pleased with the resolution. Great team.,2
C00304,Technician arrived on time but the fix took longer than expected.,3
C00305,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00305,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4
C00305,Unresponsive support and endless hold times. Absolutely awful.,4
C00305,I am done. Switching to a competitor as soon as possible. Nightmare.,4
C00305,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3
C00307,Billing seems correct this month. Last month there was a small issue.,1
C00311,The support team was extremely helpful and resolved my issue quickly.,2
C00312,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5
C00312,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3
C00312,The technician never showed up. I took a day off work for nothing.,3
C00312,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00312,Billing errors again! Third month in a row. Completely incompetent.,3
C00313,The outage was resolved. It would have been nice to get a notification.,1
C00313,The support team was extremely helpful and resolved my issue quickly.,2
C00314,Service is generally okay. Had a minor billing discrepancy last month.,1
C00317,The new meter reading service is fantastic.,3
C00319,Billing errors again! Third month in a row. Completely incompetent.,5
C00319,Unresponsive support and endless hold times. Absolutely awful.,4
C00319,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4
C00319,Nothing special to report. Service has been average.,5
C00321,"Outstanding service quality, no issues whatsoever.",1
C00321,Nothing special to report. Service has been average.,2
C00325,Had to follow up twice to get my meter reading corrected.,5
C00325,Service is generally okay. Had a minor billing discrepancy last month.,3
C00325,Billing errors again! Third month in a row. Completely incompetent.,5
C00326,Service is generally okay. Had a minor billing discrepancy last month.,2
C00326,The new meter reading service is fantastic.,2
C00327,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5
C00327,Account change was processed but took a few extra days.,5
C00327,No major problems but the website is a bit slow.,5
C00327,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4
C00327,My service was cut off without warning. I demand an explanation.,5
C00327,Unresponsive support and endless hold times. Absolutely awful.,5
C00328,"Love the online portal, makes managing my account super easy.",2
C00328,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",2
C00329,Very pleased with the resolution. Great team.,2
C00329,The new meter reading service is fantastic.,1
C00330,"Love the online portal, makes managing my account super easy.",1
C00330,Technician arrived on time but the fix took longer than expected.,2
C00331,No major problems but the website is a bit slow.,1
C00333,"Outstanding service quality, no issues whatsoever.",2
C00334,Very pleased with the resolution. Great team.,2
C00334,"Love the online portal, makes managing my account super easy.",3
C00335,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3
C00335,The technician never showed up. I took a day off work for nothing.,5
C00335,The outage was resolved. It would have been nice to get a notification.,4
C00336,No major problems but the website is a bit slow.,1
C00337,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00337,Service interruption was brief. Would like better communication next time.,2
C00338,This is the worst experience I have ever had. Planning to switch provider immediately.,4
C00338,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5
C00338,Billing errors again! Third month in a row. Completely incompetent.,5
C00338,The technician never showed up. I took a day off work for nothing.,4
C00338,My service was cut off without warning. I demand an explanation.,3
C00338,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5
C00340,The support team was extremely helpful and resolved my issue quickly.,1
C00342,Service is generally okay. Had a minor billing discrepancy last month.,2
C00343,Account change was processed but took a few extra days.,3
C00343,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3
C00343,My service was cut off without warning. I demand an explanation.,5
C00344,"Love the online portal, makes managing my account super easy.",1
C00345,Billing seems correct this month. Last month there was a small issue.,1
C00347,Account change was processed but took a few extra days.,2
C00347,Nothing special to report. Service has been average.,2
C00348,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5
C00348,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4
C00348,The support person was polite but couldn't fully resolve my issue.,4
C00348,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00348,The outage was resolved. It would have been nice to get a notification.,3
C00348,My service was cut off without warning. I demand an explanation.,5
C00350,Service is generally okay. Had a minor billing discrepancy last month.,3
C00350,Very pleased with the resolution. Great team.,3
C00352,The new meter reading service is fantastic.,1
C00352,"Excellent response time, I am very satisfied.",2
C00353,"Very happy with the service, everything works great.",1
C00354,No major problems but the website is a bit slow.,4
C00354,The support person was polite but couldn't fully resolve my issue.,3
C00354,The technician never showed up. I took a day off work for nothing.,3
C00354,Had to follow up twice to get my meter reading corrected.,3
C00354,This is the worst experience I have ever had. Planning to switch provider immediately.,5
C00354,Technician arrived on time but the fix took longer than expected.,4
C00355,Unresponsive support and endless hold times. Absolutely awful.,3
C00355,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5
C00355,Service interruption was brief. Would like better communication next time.,3
C00357,Billing seems correct this month. Last month there was a small issue.,2
C00357,"Very happy with the service, everything works great.",3
C00358,"Quick and helpful customer service, thank you!",3
C00358,"Great experience, the technician was professional and efficient.",1
C00359,My service was cut off without warning. I demand an explanation.,3
C00361,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00361,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00361,Unresponsive support and endless hold times. Absolutely awful.,3
C00361,Account change was processed but took a few extra days.,4
C00361,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00363,No major problems but the website is a bit slow.,1
C00363,Nothing special to report. Service has been average.,3
C00365,"Quick and helpful customer service, thank you!",3
C00366,Very pleased with the resolution. Great team.,2
C00366,No major problems but the website is a bit slow.,3
C00367,"Quick and helpful customer service, thank you!",1
C00368,The outage was resolved. It would have been nice to get a notification.,1
C00368,Had to follow up twice to get my meter reading corrected.,3
C00369,"Quick and helpful customer service, thank you!",2
C00370,Nothing special to report. Service has been average.,3
C00370,"Very happy with the service, everything works great.",3
C00373,The support person was polite but couldn't fully resolve my issue.,1
C00374,"Great experience, the technician was professional and efficient.",3
C00374,The outage was resolved. It would have been nice to get a notification.,2
C00375,"Very happy with the service, everything works great.",1
C00376,Had to follow up twice to get my meter reading corrected.,3
C00376,This is the worst experience I have ever had. Planning to switch provider immediately.,1
C00377,My outage has been going on for 5 days and no one cares. Disgusting.,2
C00377,Service interruption was brief. Would like better communication next time.,3
C00378,Service is generally okay. Had a minor billing discrepancy last month.,4
C00378,I am done. Switching to a competitor as soon as possible. Nightmare.,3
C00378,The technician never showed up. I took a day off work for nothing.,4
C00378,The outage was resolved. It would have been nice to get a notification.,3
C00378,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00378,Billing errors again! Third month in a row. Completely incompetent.,3
C00379,Account change was processed but took a few extra days.,4
C00379,My service was cut off without warning. I demand an explanation.,4
C00379,I am done. Switching to a competitor as soon as possible. Nightmare.,3
C00379,My service was cut off without warning. I demand an explanation.,3
C00379,Billing errors again! Third month in a row. Completely incompetent.,4
C00379,Billing seems correct this month. Last month there was a small issue.,4
C00382,"Quick and helpful customer service, thank you!",3
C00384,I am done. Switching to a competitor as soon as possible. Nightmare.,1
C00384,The outage was resolved. It would have been nice to get a notification.,2
C00385,Had to follow up twice to get my meter reading corrected.,1
C00385,"Excellent response time, I am very satisfied.",3
C00386,The new meter reading service is fantastic.,1
C00387,"Quick and helpful customer service, thank you!",2
C00388,"Excellent response time, I am very satisfied.",3
C00388,My outage has been going on for 5 days and no one cares. Disgusting.,3
C00390,The outage was resolved. It would have been nice to get a notification.,5
C00390,Technician arrived on time but the fix took longer than expected.,3
C00390,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00390,Service is generally okay. Had a minor billing discrepancy last month.,4
C00391,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00391,The support person was polite but couldn't fully resolve my issue.,3
C00391,My service was cut off without warning. I demand an explanation.,4
C00391,No major problems but the website is a bit slow.,3
C00391,My service was cut off without warning. I demand an explanation.,4
C00391,The technician never showed up. I took a day off work for nothing.,3
C00393,The outage was resolved. It would have been nice to get a notification.,3
C00393,"Excellent response time, I am very satisfied.",3
C00394,Had to follow up twice to get my meter reading corrected.,2
C00395,The support team was extremely helpful and resolved my issue quickly.,3
C00396,Billing seems correct this month. Last month there was a small issue.,1
C00397,Service interruption was brief. Would like better communication next time.,2
C00397,Very pleased with the resolution. Great team.,2
C00398,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4
C00398,This is the worst experience I have ever had. Planning to switch provider immediately.,4
C00398,Service interruption was brief. Would like better communication next time.,3
C00399,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5
C00399,No major problems but the website is a bit slow.,3
C00399,Technician arrived on time but the fix took longer than expected.,3
C00399,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00400,The technician never showed up. I took a day off work for nothing.,4
C00400,Unresponsive support and endless hold times. Absolutely awful.,5
C00400,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00400,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00400,Service interruption was brief. Would like better communication next time.,4
C00401,Account change was processed but took a few extra days.,1
C00401,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3
C00402,Unresponsive support and endless hold times. Absolutely awful.,4
C00402,Service is generally okay. Had a minor billing discrepancy last month.,3
C00402,My service was cut off without warning. I demand an explanation.,3
C00403,"Great experience, the technician was professional and efficient.",2
C00404,"Quick and helpful customer service, thank you!",3
C00404,The new meter reading service is fantastic.,2
C00405,Billing errors again! Third month in a row. Completely incompetent.,4
C00405,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3
C00405,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4
C00405,Nothing special to report. Service has been average.,4
C00405,This is the worst experience I have ever had. Planning to switch provider immediately.,5
C00405,My service was cut off without warning. I demand an explanation.,4
C00406,My billing issue was resolved within hours. Highly recommend.,3
C00407,The technician never showed up. I took a day off work for nothing.,2
C00407,"Great experience, the technician was professional and efficient.",2
C00408,The new meter reading service is fantastic.,2
C00409,No major problems but the website is a bit slow.,2
C00410,My service was cut off without warning. I demand an explanation.,5
C00410,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00410,The outage was resolved. It would have been nice to get a notification.,5
C00410,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00411,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4
C00411,Service interruption was brief. Would like better communication next time.,3
C00411,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4
C00411,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00411,No major problems but the website is a bit slow.,5
C00411,I am done. Switching to a competitor as soon as possible. Nightmare.,4
C00412,Billing errors again! Third month in a row. Completely incompetent.,3
C00413,No major problems but the website is a bit slow.,1
C00413,No major problems but the website is a bit slow.,3
C00415,This is the worst experience I have ever had. Planning to switch provider immediately.,5
C00415,Technician arrived on time but the fix took longer than expected.,3
C00415,This is the worst experience I have ever had. Planning to switch provider immediately.,5
C00415,Service is generally okay. Had a minor billing discrepancy last month.,3
C00416,No major problems but the website is a bit slow.,2
C00417,The technician never showed up. I took a day off work for nothing.,4
C00417,Billing errors again! Third month in a row. Completely incompetent.,3
C00417,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3
C00417,I am done. Switching to a competitor as soon as possible. Nightmare.,5
C00417,The outage was resolved. It would have been nice to get a notification.,5
C00417,The technician never showed up. I took a day off work for nothing.,3
C00418,The technician never showed up. I took a day off work for nothing.,3
C00418,Service interruption was brief. Would like better communication next time.,4
C00418,Billing errors again! Third month in a row. Completely incompetent.,5
C00418,Account change was processed but took a few extra days.,5
C00418,Unresponsive support and endless hold times. Absolutely awful.,4
C00418,Billing seems correct this month. Last month there was a small issue.,5
C00420,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00420,Account change was processed but took a few extra days.,5
C00420,No major problems but the website is a bit slow.,3
C00421,No major problems but the website is a bit slow.,1
C00421,"Very happy with the service, everything works great.",2
C00422,I am absolutely furious — my bill doubled for no reason and no one can explain it.,2
C00423,Had to follow up twice to get my meter reading corrected.,2
C00425,Billing seems correct this month. Last month there was a small issue.,3
C00426,"Quick and helpful customer service, thank you!",1
C00428,Account change was processed but took a few extra days.,5
C00428,The technician never showed up. I took a day off work for nothing.,3
C00428,This is the worst experience I have ever had. Planning to switch provider immediately.,4
C00428,Unresponsive support and endless hold times. Absolutely awful.,3
C00429,The support team was extremely helpful and resolved my issue quickly.,3
C00430,"Excellent response time, I am very satisfied.",3
C00430,"Very happy with the service, everything works great.",2
C00431,"Excellent response time, I am very satisfied.",1
C00432,"Love the online portal, makes managing my account super easy.",1
C00433,"Great experience, the technician was professional and efficient.",1
C00434,The outage was resolved. It would have been nice to get a notification.,1
C00434,My billing issue was resolved within hours. Highly recommend.,3
C00435,No major problems but the website is a bit slow.,1
C00436,"Outstanding service quality, no issues whatsoever.",2
C00437,This is the worst experience I have ever had. Planning to switch provider immediately.,5
C00437,Billing errors again! Third month in a row. Completely incompetent.,5
C00437,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00437,Technician arrived on time but the fix took longer than expected.,3
C00437,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00438,The support person was polite but couldn't fully resolve my issue.,5
C00438,The outage was resolved. It would have been nice to get a notification.,5
C00438,The support person was polite but couldn't fully resolve my issue.,3
C00438,Billing errors again! Third month in a row. Completely incompetent.,4
C00438,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3
C00439,"Outstanding service quality, no issues whatsoever.",1
C00439,Nothing special to report. Service has been average.,2
C00441,Billing seems correct this month. Last month there was a small issue.,1
C00441,"Very happy with the service, everything works great.",3
C00442,The technician never showed up. I took a day off work for nothing.,5
C00442,Unresponsive support and endless hold times. Absolutely awful.,5
C00442,Had to follow up twice to get my meter reading corrected.,5
C00442,My outage has been going on for 5 days and no one cares. Disgusting.,3
C00442,My outage has been going on for 5 days and no one cares. Disgusting.,3
C00442,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00444,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5
C00444,The technician never showed up. I took a day off work for nothing.,3
C00444,I am done. Switching to a competitor as soon as possible. Nightmare.,5
C00444,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00444,Had to follow up twice to get my meter reading corrected.,3
C00444,Billing errors again! Third month in a row. Completely incompetent.,4
C00445,Very pleased with the resolution. Great team.,2
C00446,Nothing special to report. Service has been average.,3
C00446,"Excellent response time, I am very satisfied.",1
C00447,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3
C00447,Technician arrived on time but the fix took longer than expected.,4
C00447,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4
C00448,"Love the online portal, makes managing my account super easy.",1
C00448,Service interruption was brief. Would like better communication next time.,3
C00449,I am done. Switching to a competitor as soon as possible. Nightmare.,2
C00449,No major problems but the website is a bit slow.,1
C00452,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4
C00452,This is the worst experience I have ever had. Planning to switch provider immediately.,4
C00452,My service was cut off without warning. I demand an explanation.,5
C00452,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00455,The new meter reading service is fantastic.,2
C00455,My billing issue was resolved within hours. Highly recommend.,2
C00456,Billing errors again! Third month in a row. Completely incompetent.,2
C00456,"Excellent response time, I am very satisfied.",2
C00457,"Very happy with the service, everything works great.",1
C00459,"Excellent response time, I am very satisfied.",3
C00460,My billing issue was resolved within hours. Highly recommend.,3
C00462,The support team was extremely helpful and resolved my issue quickly.,3
C00462,Nothing special to report. Service has been average.,3
C00463,Billing errors again! Third month in a row. Completely incompetent.,4
C00463,Service is generally okay. Had a minor billing discrepancy last month.,3
C00463,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00464,Service interruption was brief. Would like better communication next time.,2
C00465,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00465,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00465,My service was cut off without warning. I demand an explanation.,4
C00465,Nothing special to report. Service has been average.,3
C00465,The technician never showed up. I took a day off work for nothing.,4
C00466,Service interruption was brief. Would like better communication next time.,2
C00466,Account change was processed but took a few extra days.,3
C00467,"Excellent response time, I am very satisfied.",2
C00467,Very pleased with the resolution. Great team.,1
C00471,Service interruption was brief. Would like better communication next time.,3
C00471,The technician never showed up. I took a day off work for nothing.,3
C00471,Technician arrived on time but the fix took longer than expected.,4
C00474,"Very happy with the service, everything works great.",3
C00474,"Quick and helpful customer service, thank you!",2
C00475,Account change was processed but took a few extra days.,3
C00477,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5
C00477,I am done. Switching to a competitor as soon as possible. Nightmare.,5
C00477,Technician arrived on time but the fix took longer than expected.,5
C00477,Had to follow up twice to get my meter reading corrected.,5
C00477,Billing errors again! Third month in a row. Completely incompetent.,5
C00478,Billing seems correct this month. Last month there was a small issue.,3
C00479,Nothing special to report. Service has been average.,5
C00479,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00479,Billing errors again! Third month in a row. Completely incompetent.,3
C00482,"Great experience, the technician was professional and efficient.",2
C00482,"Love the online portal, makes managing my account super easy.",3
C00483,Billing errors again! Third month in a row. Completely incompetent.,4
C00483,Billing seems correct this month. Last month there was a small issue.,3
C00483,This is the worst experience I have ever had. Planning to switch provider immediately.,4
C00484,I am done. Switching to a competitor as soon as possible. Nightmare.,5
C00484,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4
C00484,My outage has been going on for 5 days and no one cares. Disgusting.,3
C00484,The outage was resolved. It would have been nice to get a notification.,4
C00484,My service was cut off without warning. I demand an explanation.,4
C00485,No major problems but the website is a bit slow.,3
C00486,"Excellent response time, I am very satisfied.",1
C00486,Account change was processed but took a few extra days.,3
C00487,This is the worst experience I have ever had. Planning to switch provider immediately.,5
C00487,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4
C00487,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00488,Very pleased with the resolution. Great team.,2
C00488,Nothing special to report. Service has been average.,3
C00489,I have called 7 times and nobody fixes the problem. I want to cancel my account.,1
C00490,Billing errors again! Third month in a row. Completely incompetent.,3
C00490,Unresponsive support and endless hold times. Absolutely awful.,5
C00490,I am done. Switching to a competitor as soon as possible. Nightmare.,5
C00491,The outage was resolved. It would have been nice to get a notification.,5
C00491,Had to follow up twice to get my meter reading corrected.,3
C00491,My service was cut off without warning. I demand an explanation.,5
C00491,Service interruption was brief. Would like better communication next time.,5
C00491,The technician never showed up. I took a day off work for nothing.,5
C00491,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00492,"Great experience, the technician was professional and efficient.",3
C00492,No major problems but the website is a bit slow.,2
C00494,Very pleased with the resolution. Great team.,3
C00495,Billing errors again! Third month in a row. Completely incompetent.,5
C00495,The support person was polite but couldn't fully resolve my issue.,5
C00495,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4
C00495,Billing errors again! Third month in a row. Completely incompetent.,4
C00495,Unresponsive support and endless hold times. Absolutely awful.,5
C00495,Billing seems correct this month. Last month there was a small issue.,4
C00496,My billing issue was resolved within hours. Highly recommend.,1
C00496,Had to follow up twice to get my meter reading corrected.,1
C00498,Unresponsive support and endless hold times. Absolutely awful.,3
C00501,Unresponsive support and endless hold times. Absolutely awful.,5
C00501,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00501,Unresponsive support and endless hold times. Absolutely awful.,3
C00501,Billing errors again! Third month in a row. Completely incompetent.,4
C00502,"Quick and helpful customer service, thank you!",1
C00503,The new meter reading service is fantastic.,2
C00505,Service interruption was brief. Would like better communication next time.,2
C00505,"Very happy with the service, everything works great.",3
C00506,Unresponsive support and endless hold times. Absolutely awful.,5
C00506,The technician never showed up. I took a day off work for nothing.,5
C00506,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00508,I am done. Switching to a competitor as soon as possible. Nightmare.,3
C00508,The support person was polite but couldn't fully resolve my issue.,4
C00508,My outage has been going on for 5 days and no one cares. Disgusting.,3
C00508,Billing errors again! Third month in a row. Completely incompetent.,3
C00509,The support person was polite but couldn't fully resolve my issue.,2
C00511,No major problems but the website is a bit slow.,2
C00511,"Excellent response time, I am very satisfied.",3
C00513,"Excellent response time, I am very satisfied.",2
C00514,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00514,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4
C00514,Unresponsive support and endless hold times. Absolutely awful.,3
C00516,"Love the online portal, makes managing my account super easy.",1
C00516,"Quick and helpful customer service, thank you!",1
C00518,Billing seems correct this month. Last month there was a small issue.,2
C00519,"Excellent response time, I am very satisfied.",2
C00521,"Quick and helpful customer service, thank you!",1
C00521,"Outstanding service quality, no issues whatsoever.",3
C00522,Technician arrived on time but the fix took longer than expected.,1
C00523,"Very happy with the service, everything works great.",1
C00524,Technician arrived on time but the fix took longer than expected.,2
C00524,Nothing special to report. Service has been average.,2
C00528,The support team was extremely helpful and resolved my issue quickly.,1
C00529,"Outstanding service quality, no issues whatsoever.",2
C00529,Technician arrived on time but the fix took longer than expected.,1
C00530,The outage was resolved. It would have been nice to get a notification.,3
C00530,I am done. Switching to a competitor as soon as possible. Nightmare.,4
C00530,Service interruption was brief. Would like better communication next time.,3
C00530,This is the worst experience I have ever had. Planning to switch provider immediately.,5
C00532,The new meter reading service is fantastic.,3
C00533,This is the worst experience I have ever had. Planning to switch provider immediately.,1
C00533,"Quick and helpful customer service, thank you!",1
C00534,Billing seems correct this month. Last month there was a small issue.,3
C00534,"Very happy with the service, everything works great.",3
C00535,Billing errors again! Third month in a row. Completely incompetent.,3
C00535,My outage has been going on for 5 days and no one cares. Disgusting.,3
C00535,Service is generally okay. Had a minor billing discrepancy last month.,3
C00535,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3
C00535,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4
C00536,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00536,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00536,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00536,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00538,Billing errors again! Third month in a row. Completely incompetent.,4
C00538,Unresponsive support and endless hold times. Absolutely awful.,4
C00538,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00539,Technician arrived on time but the fix took longer than expected.,3
C00539,My service was cut off without warning. I demand an explanation.,4
C00539,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00539,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00539,The outage was resolved. It would have been nice to get a notification.,4
C00540,The outage was resolved. It would have been nice to get a notification.,1
C00541,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3
C00544,"Excellent response time, I am very satisfied.",1
C00545,The new meter reading service is fantastic.,2
C00546,The outage was resolved. It would have been nice to get a notification.,3
C00547,The technician never showed up. I took a day off work for nothing.,3
C00547,The technician never showed up. I took a day off work for nothing.,4
C00547,The technician never showed up. I took a day off work for nothing.,3
C00547,My service was cut off without warning. I demand an explanation.,3
C00547,Technician arrived on time but the fix took longer than expected.,3
C00547,Billing seems correct this month. Last month there was a small issue.,3
C00548,Had to follow up twice to get my meter reading corrected.,3
C00549,The support person was polite but couldn't fully resolve my issue.,2
C00550,"Very happy with the service, everything works great.",1
C00550,The support person was polite but couldn't fully resolve my issue.,3
C00552,My service was cut off without warning. I demand an explanation.,2
C00553,My outage has been going on for 5 days and no one cares. Disgusting.,5
C00553,The technician never showed up. I took a day off work for nothing.,5
C00553,My service was cut off without warning. I demand an explanation.,3
C00553,This is the worst experience I have ever had. Planning to switch provider immediately.,5
C00554,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5
C00554,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00554,Service is generally okay. Had a minor billing discrepancy last month.,4
C00554,I am done. Switching to a competitor as soon as possible. Nightmare.,4
C00554,Billing seems correct this month. Last month there was a small issue.,4
C00554,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4
C00555,Billing seems correct this month. Last month there was a small issue.,2
C00555,"Great experience, the technician was professional and efficient.",2
C00557,The support team was extremely helpful and resolved my issue quickly.,1
C00558,Billing errors again! Third month in a row. Completely incompetent.,5
C00558,Billing seems correct this month. Last month there was a small issue.,5
C00558,My outage has been going on for 5 days and no one cares. Disgusting.,4
C00559,This is the worst experience I have ever had. Planning to switch provider immediately.,3
C00560,Account change was processed but took a few extra days.,2
C00560,"Quick and helpful customer service, thank you!",3
C00564,"Love the online portal, makes managing my account super easy.",3
C00565,Service interruption was brief. Would like better communication next time.,2
C00565,Service interruption was brief. Would like better communication next time.,2
C00566,My outage has been going on for 5 days and no one cares. Disgusting.,1
C00567,"Outstanding service quality, no issues whatsoever.",1
C00568,Technician arrived on time but the fix took longer than expected.,4
C00568,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4
C00568,Service interruption was brief. Would like better communication next time.,3
C00568,My service was cut off without warning. I demand an explanation.,3
C00568,The support person was polite but couldn't fully resolve my issue.,4
C00570,Very pleased with the resolution. Great team.,1
C00571,The new meter reading service is fantastic.,3
C00573,The support team was extremely helpful and resolved my issue quickly.,2
C00574,"Outstanding service quality, no issues whatsoever.",3
C00574,No major problems but the website is a bit slow.,1
C00576,"Excellent response time, I am very satisfied.",3
C00576,"Excellent response time, I am very satisfied.",2
C00577,"Excellent response time, I am very satisfied.",1
C00578,Very pleased with the resolution. Great team.,2
C00578,Account change was processed but took a few extra days.,2
C00579,Billing seems correct this month. Last month there was a small issue.,3
