cust_id,date_of_complaint,issue_type,feedback_text,priority_level,days_to_resolve,is_escalated,is_resolved
C00250,2024-06-22,Outage,My service was cut off without warning. I demand an explanation.,4,10,0,1
C00250,2024-09-28,Outage,Technician arrived on time but the fix took longer than expected.,5,26,0,0
C00251,2023-02-18,Account Management,The outage was resolved. It would have been nice to get a notification.,1,3,0,1
C00251,2024-05-21,Technical,Technician arrived on time but the fix took longer than expected.,2,4,0,1
C00252,2024-09-04,Service Quality,"Excellent response time, I am very satisfied.",1,4,0,1
C00253,2022-08-16,Billing,My billing issue was resolved within hours. Highly recommend.,1,1,0,1
C00253,2024-03-17,Technical,"Excellent response time, I am very satisfied.",1,7,0,1
C00254,2023-04-19,Outage,My outage has been going on for 5 days and no one cares. Disgusting.,4,20,0,0
C00254,2024-06-23,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,12,1,1
C00254,2022-09-03,Technical,My outage has been going on for 5 days and no one cares. Disgusting.,5,10,0,0
C00255,2024-12-02,Service Quality,Unresponsive support and endless hold times. Absolutely awful.,4,20,1,0
C00255,2024-07-22,Outage,The outage was resolved. It would have been nice to get a notification.,3,25,1,1
C00255,2024-07-04,Service Quality,This is the worst experience I have ever had. Planning to switch provider immediately.,5,14,1,1
C00255,2024-08-11,Outage,Service is generally okay. Had a minor billing discrepancy last month.,3,21,0,0
C00257,2022-05-12,Account Management,Had to follow up twice to get my meter reading corrected.,3,7,0,1
C00257,2023-09-06,Account Management,Service interruption was brief. Would like better communication next time.,1,0,0,1
C00258,2023-09-26,Outage,Nothing special to report. Service has been average.,1,2,0,1
C00261,2022-06-03,Outage,The technician never showed up. I took a day off work for nothing.,4,25,1,1
C00261,2022-08-10,Billing,Nothing special to report. Service has been average.,5,7,1,0
C00261,2022-12-26,Technical,The technician never showed up. I took a day off work for nothing.,4,8,0,0
C00264,2023-05-25,Technical,Billing errors again! Third month in a row. Completely incompetent.,2,3,0,1
C00265,2024-05-10,Service Quality,Service interruption was brief. Would like better communication next time.,5,8,0,1
C00265,2023-03-15,Account Management,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5,22,1,1
C00265,2023-11-22,Meter Reading,Service interruption was brief. Would like better communication next time.,5,25,1,0
C00266,2024-01-03,Meter Reading,The technician never showed up. I took a day off work for nothing.,4,21,0,1
C00266,2024-08-15,Service Quality,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4,12,1,1
C00266,2023-06-05,Account Management,My service was cut off without warning. I demand an explanation.,5,15,0,1
C00268,2023-06-21,Billing,"Outstanding service quality, no issues whatsoever.",2,1,0,1
C00268,2023-02-20,Meter Reading,My outage has been going on for 5 days and no one cares. Disgusting.,1,5,0,1
C00269,2023-12-10,Technical,"Excellent response time, I am very satisfied.",2,5,0,1
C00270,2022-11-21,Service Quality,"Love the online portal, makes managing my account super easy.",2,5,0,1
C00272,2024-08-20,Meter Reading,"Love the online portal, makes managing my account super easy.",1,2,0,1
C00272,2023-05-18,Meter Reading,I am absolutely furious — my bill doubled for no reason and no one can explain it.,2,6,0,1
C00274,2024-08-04,Outage,No major problems but the website is a bit slow.,4,15,0,0
C00274,2023-07-22,Account Management,Service is generally okay. Had a minor billing discrepancy last month.,3,11,1,1
C00274,2022-10-02,Technical,My outage has been going on for 5 days and no one cares. Disgusting.,3,20,0,0
C00274,2022-01-11,Technical,My service was cut off without warning. I demand an explanation.,3,12,1,0
C00274,2023-10-18,Technical,The outage was resolved. It would have been nice to get a notification.,4,21,0,1
C00274,2023-09-06,Outage,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,5,1,0
C00275,2022-09-08,Service Quality,The support team was extremely helpful and resolved my issue quickly.,1,5,1,0
C00276,2024-03-12,Account Management,The technician never showed up. I took a day off work for nothing.,5,7,1,0
C00276,2023-11-06,Outage,Technician arrived on time but the fix took longer than expected.,4,27,1,0
C00276,2024-02-26,Service Quality,This is the worst experience I have ever had. Planning to switch provider immediately.,5,21,1,1
C00277,2022-05-04,Outage,Billing seems correct this month. Last month there was a small issue.,1,2,1,1
C00278,2023-04-14,Billing,The new meter reading service is fantastic.,3,1,0,1
C00279,2023-02-24,Outage,Billing seems correct this month. Last month there was a small issue.,3,0,1,1
C00279,2022-02-14,Technical,"Excellent response time, I am very satisfied.",3,2,0,1
C00280,2024-06-23,Account Management,Service interruption was brief. Would like better communication next time.,2,4,0,0
C00281,2024-07-26,Billing,Had to follow up twice to get my meter reading corrected.,3,6,0,1
C00281,2023-01-12,Billing,The new meter reading service is fantastic.,1,7,0,0
C00283,2024-02-15,Account Management,Billing errors again! Third month in a row. Completely incompetent.,3,6,0,1
C00283,2023-09-23,Account Management,The support team was extremely helpful and resolved my issue quickly.,1,7,1,1
C00284,2023-01-26,Billing,The technician never showed up. I took a day off work for nothing.,3,5,0,0
C00284,2023-06-17,Service Quality,This is the worst experience I have ever had. Planning to switch provider immediately.,3,24,1,1
C00284,2024-12-22,Meter Reading,This is the worst experience I have ever had. Planning to switch provider immediately.,5,21,1,0
C00284,2024-09-21,Outage,Had to follow up twice to get my meter reading corrected.,3,7,0,1
C00284,2023-11-20,Billing,My service was cut off without warning. I demand an explanation.,5,9,0,1
C00285,2023-09-03,Account Management,The new meter reading service is fantastic.,3,3,0,1
C00285,2023-12-14,Outage,"Quick and helpful customer service, thank you!",1,2,0,1
C00287,2024-04-05,Service Quality,"Very happy with the service, everything works great.",2,6,0,1
C00288,2023-07-07,Service Quality,The technician never showed up. I took a day off work for nothing.,3,1,0,0
C00288,2024-02-04,Meter Reading,The support team was extremely helpful and resolved my issue quickly.,3,5,0,1
C00289,2022-05-14,Meter Reading,The new meter reading service is fantastic.,2,7,0,0
C00290,2023-03-24,Outage,Billing errors again! Third month in a row. Completely incompetent.,2,5,0,1
C00291,2022-01-02,Meter Reading,"Love the online portal, makes managing my account super easy.",3,5,0,1
C00291,2023-12-07,Billing,"Love the online portal, makes managing my account super easy.",2,0,0,1
C00292,2024-07-16,Outage,"Excellent response time, I am very satisfied.",1,0,0,1
C00292,2023-01-16,Outage,Had to follow up twice to get my meter reading corrected.,3,4,0,1
C00293,2023-09-24,Technical,The support team was extremely helpful and resolved my issue quickly.,3,0,0,0
C00295,2022-01-28,Service Quality,"Very happy with the service, everything works great.",1,3,0,1
C00296,2024-08-21,Service Quality,No major problems but the website is a bit slow.,1,0,0,1
C00297,2023-01-05,Meter Reading,Nothing special to report. Service has been average.,3,1,0,1
C00298,2023-10-10,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,2,7,0,1
C00299,2023-11-20,Outage,My service was cut off without warning. I demand an explanation.,4,8,0,0
C00299,2022-06-01,Outage,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4,17,1,1
C00299,2022-06-27,Billing,Billing seems correct this month. Last month there was a small issue.,5,16,0,1
C00300,2023-10-28,Outage,The support team was extremely helpful and resolved my issue quickly.,1,7,0,1
C00301,2023-12-20,Service Quality,The new meter reading service is fantastic.,1,1,0,1
C00301,2023-07-05,Meter Reading,The outage was resolved. It would have been nice to get a notification.,1,6,0,1
C00302,2022-04-12,Service Quality,Billing errors again! Third month in a row. Completely incompetent.,4,5,0,1
C00302,2022-12-15,Service Quality,Service interruption was brief. Would like better communication next time.,5,20,0,1
C00302,2023-04-27,Billing,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5,9,0,1
C00302,2022-09-22,Service Quality,Had to follow up twice to get my meter reading corrected.,4,17,1,1
C00302,2022-11-27,Service Quality,This is the worst experience I have ever had. Planning to switch provider immediately.,4,22,1,0
C00303,2024-08-04,Outage,The support person was polite but couldn't fully resolve my issue.,4,19,1,1
C00303,2024-12-27,Outage,The outage was resolved. It would have been nice to get a notification.,4,28,1,1
C00303,2024-08-10,Service Quality,Billing errors again! Third month in a row. Completely incompetent.,3,24,1,1
C00303,2024-06-11,Meter Reading,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3,28,0,1
C00304,2024-05-11,Service Quality,Service is generally okay. Had a minor billing discrepancy last month.,3,4,0,1
C00304,2022-03-12,Meter Reading,The outage was resolved. It would have been nice to get a notification.,2,1,0,1
C00305,2024-12-27,Technical,The technician never showed up. I took a day off work for nothing.,3,13,0,0
C00305,2024-07-05,Billing,This is the worst experience I have ever had. Planning to switch provider immediately.,3,25,0,1
C00305,2024-10-04,Billing,Unresponsive support and endless hold times. Absolutely awful.,4,22,1,1
C00306,2024-07-27,Account Management,"Excellent response time, I am very satisfied.",2,7,0,1
C00306,2024-10-27,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,2,7,0,1
C00307,2023-08-25,Outage,The new meter reading service is fantastic.,3,6,1,1
C00308,2024-04-02,Service Quality,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,22,1,0
C00308,2024-02-24,Account Management,My service was cut off without warning. I demand an explanation.,4,27,1,0
C00308,2024-01-28,Technical,I am done. Switching to a competitor as soon as possible. Nightmare.,4,18,1,0
C00309,2024-12-10,Meter Reading,Had to follow up twice to get my meter reading corrected.,2,7,0,1
C00310,2022-02-12,Billing,My service was cut off without warning. I demand an explanation.,4,16,0,0
C00310,2022-04-05,Service Quality,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,26,0,1
C00310,2022-09-25,Billing,Billing errors again! Third month in a row. Completely incompetent.,5,29,1,0
C00312,2022-06-18,Meter Reading,Technician arrived on time but the fix took longer than expected.,4,26,0,0
C00312,2022-04-14,Outage,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4,9,0,0
C00312,2022-12-15,Account Management,Unresponsive support and endless hold times. Absolutely awful.,5,15,0,0
C00312,2023-04-02,Service Quality,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,17,1,0
C00313,2022-03-19,Outage,Billing seems correct this month. Last month there was a small issue.,1,1,0,1
C00313,2022-06-13,Billing,Service interruption was brief. Would like better communication next time.,2,4,0,1
C00314,2023-10-26,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,2,6,0,0
C00314,2022-01-01,Account Management,Billing seems correct this month. Last month there was a small issue.,1,6,0,1
C00315,2024-08-20,Outage,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,29,0,0
C00315,2024-05-01,Technical,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4,19,0,0
C00315,2024-03-11,Service Quality,I am done. Switching to a competitor as soon as possible. Nightmare.,4,27,1,1
C00316,2023-05-27,Meter Reading,Billing seems correct this month. Last month there was a small issue.,1,5,0,1
C00316,2024-08-27,Meter Reading,Had to follow up twice to get my meter reading corrected.,2,2,1,1
C00317,2022-04-20,Account Management,"Great experience, the technician was professional and efficient.",2,1,0,1
C00318,2023-01-27,Service Quality,"Very happy with the service, everything works great.",3,0,0,1
C00318,2024-09-14,Outage,"Outstanding service quality, no issues whatsoever.",2,7,0,1
C00319,2024-05-02,Outage,Nothing special to report. Service has been average.,2,6,0,1
C00319,2024-03-14,Account Management,My billing issue was resolved within hours. Highly recommend.,2,3,0,1
C00320,2023-12-24,Service Quality,"Excellent response time, I am very satisfied.",2,7,0,1
C00321,2022-09-03,Account Management,Had to follow up twice to get my meter reading corrected.,3,2,1,1
C00322,2024-02-11,Meter Reading,The outage was resolved. It would have been nice to get a notification.,5,26,0,1
C00322,2024-10-03,Technical,The technician never showed up. I took a day off work for nothing.,3,26,0,1
C00322,2022-08-27,Service Quality,I have called 7 times and nobody fixes the problem. I want to cancel my account.,5,23,0,0
C00323,2022-04-07,Outage,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4,11,0,1
C00323,2024-04-19,Billing,My outage has been going on for 5 days and no one cares. Disgusting.,5,22,1,1
C00323,2023-02-02,Account Management,The technician never showed up. I took a day off work for nothing.,3,9,1,0
C00324,2022-09-02,Service Quality,Technician arrived on time but the fix took longer than expected.,1,5,0,1
C00325,2023-11-13,Outage,My billing issue was resolved within hours. Highly recommend.,1,3,0,1
C00326,2024-04-04,Account Management,No major problems but the website is a bit slow.,2,4,0,0
C00329,2023-10-17,Billing,The support person was polite but couldn't fully resolve my issue.,3,7,0,1
C00329,2022-10-09,Technical,"Great experience, the technician was professional and efficient.",1,4,0,1
C00331,2022-05-05,Account Management,I am absolutely furious — my bill doubled for no reason and no one can explain it.,1,7,0,1
C00331,2024-03-01,Technical,"Love the online portal, makes managing my account super easy.",1,4,1,0
C00332,2023-02-26,Meter Reading,Service is generally okay. Had a minor billing discrepancy last month.,1,0,0,1
C00332,2023-09-25,Account Management,Billing seems correct this month. Last month there was a small issue.,3,2,0,1
C00333,2024-10-26,Outage,No major problems but the website is a bit slow.,2,5,0,1
C00333,2024-01-01,Outage,"Outstanding service quality, no issues whatsoever.",2,1,0,1
C00335,2023-07-23,Service Quality,"Outstanding service quality, no issues whatsoever.",1,7,0,1
C00336,2024-01-18,Outage,Very pleased with the resolution. Great team.,1,4,0,1
C00337,2022-05-25,Meter Reading,The new meter reading service is fantastic.,2,7,0,1
C00337,2023-11-17,Service Quality,"Very happy with the service, everything works great.",3,1,0,1
C00338,2024-07-09,Service Quality,Billing errors again! Third month in a row. Completely incompetent.,2,2,0,1
C00338,2022-12-09,Outage,"Love the online portal, makes managing my account super easy.",1,4,0,1
C00339,2023-07-11,Outage,Technician arrived on time but the fix took longer than expected.,3,4,0,1
C00340,2022-12-27,Technical,Account change was processed but took a few extra days.,3,5,0,1
C00341,2024-11-07,Account Management,Unresponsive support and endless hold times. Absolutely awful.,5,22,0,0
C00341,2024-12-20,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,5,20,1,0
C00341,2024-12-08,Service Quality,The technician never showed up. I took a day off work for nothing.,4,23,0,0
C00341,2024-04-01,Billing,Service interruption was brief. Would like better communication next time.,4,29,1,1
C00341,2024-07-19,Billing,No major problems but the website is a bit slow.,5,11,0,0
C00342,2022-06-04,Meter Reading,My service was cut off without warning. I demand an explanation.,3,5,0,1
C00342,2023-01-08,Billing,The support person was polite but couldn't fully resolve my issue.,3,4,0,1
C00343,2023-02-09,Account Management,Nothing special to report. Service has been average.,5,9,0,1
C00343,2024-04-09,Service Quality,Unresponsive support and endless hold times. Absolutely awful.,4,11,0,1
C00343,2023-09-02,Service Quality,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,28,0,1
C00343,2024-11-11,Outage,Billing errors again! Third month in a row. Completely incompetent.,5,6,0,0
C00343,2024-12-12,Billing,My service was cut off without warning. I demand an explanation.,3,27,0,1
C00343,2022-03-02,Meter Reading,Technician arrived on time but the fix took longer than expected.,5,7,1,0
C00344,2022-06-20,Technical,I am done. Switching to a competitor as soon as possible. Nightmare.,5,22,1,0
C00344,2024-11-24,Service Quality,No major problems but the website is a bit slow.,4,16,0,0
C00344,2024-10-26,Outage,I am done. Switching to a competitor as soon as possible. Nightmare.,3,16,0,1
C00344,2024-01-28,Billing,The technician never showed up. I took a day off work for nothing.,3,21,0,0
C00345,2023-10-14,Meter Reading,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,15,0,1
C00345,2024-12-21,Technical,Account change was processed but took a few extra days.,5,11,0,0
C00345,2022-01-11,Meter Reading,The technician never showed up. I took a day off work for nothing.,3,23,0,0
C00346,2023-04-02,Outage,This is the worst experience I have ever had. Planning to switch provider immediately.,5,24,1,0
C00346,2022-05-11,Billing,No major problems but the website is a bit slow.,4,25,0,1
C00346,2024-12-12,Outage,Service is generally okay. Had a minor billing discrepancy last month.,5,9,0,0
C00346,2024-09-12,Technical,My outage has been going on for 5 days and no one cares. Disgusting.,3,21,0,0
C00348,2024-08-27,Meter Reading,The support team was extremely helpful and resolved my issue quickly.,3,0,0,1
C00348,2024-04-16,Technical,Billing seems correct this month. Last month there was a small issue.,2,3,1,1
C00350,2023-04-25,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,3,0,0,1
C00350,2022-08-23,Meter Reading,"Quick and helpful customer service, thank you!",2,0,0,1
C00351,2022-10-03,Service Quality,Service interruption was brief. Would like better communication next time.,3,5,0,1
C00351,2024-02-04,Outage,"Great experience, the technician was professional and efficient.",1,4,0,1
C00353,2023-03-07,Service Quality,I am done. Switching to a competitor as soon as possible. Nightmare.,2,4,1,0
C00353,2022-08-21,Service Quality,The support person was polite but couldn't fully resolve my issue.,3,3,0,1
C00356,2023-05-10,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,2,0,1
C00356,2023-11-15,Meter Reading,"Love the online portal, makes managing my account super easy.",3,4,0,1
C00357,2024-01-05,Meter Reading,Had to follow up twice to get my meter reading corrected.,3,4,0,1
C00357,2024-05-23,Technical,"Quick and helpful customer service, thank you!",2,5,0,0
C00358,2023-05-03,Outage,The technician never showed up. I took a day off work for nothing.,5,12,1,0
C00358,2023-10-16,Service Quality,Account change was processed but took a few extra days.,5,16,0,0
C00358,2024-04-16,Technical,My service was cut off without warning. I demand an explanation.,3,8,1,1
C00358,2024-03-16,Outage,Technician arrived on time but the fix took longer than expected.,3,11,1,0
C00360,2022-06-21,Billing,My billing issue was resolved within hours. Highly recommend.,3,1,0,1
C00361,2022-02-27,Service Quality,Unresponsive support and endless hold times. Absolutely awful.,3,16,1,1
C00361,2022-07-07,Account Management,Account change was processed but took a few extra days.,3,23,0,1
C00361,2023-03-23,Account Management,Technician arrived on time but the fix took longer than expected.,5,10,0,1
C00361,2022-09-21,Outage,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,15,1,0
C00361,2023-08-10,Account Management,No major problems but the website is a bit slow.,4,15,0,1
C00361,2022-08-28,Outage,The technician never showed up. I took a day off work for nothing.,5,18,1,0
C00362,2024-11-05,Technical,"Quick and helpful customer service, thank you!",1,7,0,1
C00363,2023-04-13,Meter Reading,"Very happy with the service, everything works great.",3,3,1,1
C00363,2022-06-23,Technical,Nothing special to report. Service has been average.,1,6,0,1
C00364,2023-12-15,Meter Reading,No major problems but the website is a bit slow.,1,2,0,1
C00365,2022-01-28,Billing,Very pleased with the resolution. Great team.,2,5,1,1
C00366,2024-05-27,Meter Reading,"Outstanding service quality, no issues whatsoever.",1,1,0,1
C00367,2024-01-03,Billing,"Quick and helpful customer service, thank you!",1,0,0,1
C00367,2022-12-18,Meter Reading,The support person was polite but couldn't fully resolve my issue.,3,5,0,1
C00368,2022-01-07,Technical,My outage has been going on for 5 days and no one cares. Disgusting.,3,4,0,1
C00370,2024-10-25,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,3,1,0,1
C00370,2022-03-21,Account Management,The new meter reading service is fantastic.,2,4,0,0
C00371,2022-10-23,Service Quality,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,25,1,1
C00371,2023-12-23,Account Management,The outage was resolved. It would have been nice to get a notification.,4,26,1,1
C00371,2022-02-08,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,4,20,1,1
C00371,2024-08-14,Meter Reading,The technician never showed up. I took a day off work for nothing.,3,8,0,1
C00371,2024-05-12,Technical,Had to follow up twice to get my meter reading corrected.,5,25,0,0
C00371,2023-02-12,Outage,Technician arrived on time but the fix took longer than expected.,4,9,0,0
C00373,2024-12-08,Account Management,The support person was polite but couldn't fully resolve my issue.,2,5,0,1
C00373,2022-12-07,Technical,Nothing special to report. Service has been average.,1,2,0,1
C00374,2023-04-15,Account Management,The new meter reading service is fantastic.,1,0,0,1
C00374,2022-12-03,Service Quality,"Great experience, the technician was professional and efficient.",1,5,1,1
C00375,2024-02-28,Service Quality,This is the worst experience I have ever had. Planning to switch provider immediately.,4,26,0,1
C00375,2024-10-24,Billing,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,19,1,1
C00375,2024-02-13,Meter Reading,My outage has been going on for 5 days and no one cares. Disgusting.,3,22,1,0
C00375,2024-08-10,Outage,My service was cut off without warning. I demand an explanation.,3,9,1,0
C00375,2024-07-28,Account Management,My outage has been going on for 5 days and no one cares. Disgusting.,4,14,1,0
C00375,2024-10-11,Outage,No major problems but the website is a bit slow.,5,28,0,0
C00377,2023-05-08,Technical,Nothing special to report. Service has been average.,5,25,1,1
C00377,2024-06-21,Meter Reading,Account change was processed but took a few extra days.,4,13,1,1
C00377,2022-08-02,Meter Reading,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,8,1,1
C00379,2023-04-09,Technical,"Love the online portal, makes managing my account super easy.",2,0,0,1
C00379,2023-08-24,Outage,"Great experience, the technician was professional and efficient.",3,0,0,1
C00380,2024-02-20,Billing,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",5,27,0,1
C00380,2022-09-12,Account Management,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3,20,1,1
C00380,2022-09-19,Meter Reading,The technician never showed up. I took a day off work for nothing.,4,25,1,0
C00380,2023-03-20,Outage,My service was cut off without warning. I demand an explanation.,5,27,0,1
C00380,2024-05-22,Outage,Service is generally okay. Had a minor billing discrepancy last month.,3,21,0,0
C00380,2022-05-12,Account Management,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,11,1,1
C00382,2024-01-28,Billing,Unresponsive support and endless hold times. Absolutely awful.,5,22,1,0
C00382,2024-01-02,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,5,10,0,1
C00382,2024-07-20,Account Management,Unresponsive support and endless hold times. Absolutely awful.,4,10,0,0
C00382,2024-12-06,Outage,The outage was resolved. It would have been nice to get a notification.,4,13,0,0
C00382,2024-05-17,Account Management,My service was cut off without warning. I demand an explanation.,3,18,0,1
C00382,2024-08-17,Service Quality,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4,25,0,0
C00383,2023-05-21,Account Management,The technician never showed up. I took a day off work for nothing.,5,19,0,0
C00383,2024-09-02,Service Quality,The outage was resolved. It would have been nice to get a notification.,4,17,0,1
C00383,2022-12-15,Account Management,The technician never showed up. I took a day off work for nothing.,4,5,0,0
C00383,2023-10-20,Account Management,Unresponsive support and endless hold times. Absolutely awful.,3,13,1,0
C00383,2023-12-04,Outage,My service was cut off without warning. I demand an explanation.,3,12,0,1
C00384,2024-01-23,Billing,Service is generally okay. Had a minor billing discrepancy last month.,2,0,0,1
C00385,2022-07-07,Service Quality,Technician arrived on time but the fix took longer than expected.,1,6,0,1
C00387,2022-03-06,Billing,I am done. Switching to a competitor as soon as possible. Nightmare.,4,23,0,0
C00387,2022-12-28,Service Quality,Technician arrived on time but the fix took longer than expected.,4,8,1,0
C00387,2024-04-10,Account Management,Service interruption was brief. Would like better communication next time.,3,6,0,0
C00387,2022-12-09,Technical,The support person was polite but couldn't fully resolve my issue.,5,19,0,1
C00387,2024-05-18,Outage,My outage has been going on for 5 days and no one cares. Disgusting.,5,17,0,1
C00387,2023-04-21,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,3,29,0,1
C00389,2024-09-12,Service Quality,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",2,6,0,1
C00391,2024-07-27,Outage,The support team was extremely helpful and resolved my issue quickly.,3,6,0,1
C00392,2022-11-08,Technical,Account change was processed but took a few extra days.,4,15,1,0
C00392,2023-02-12,Service Quality,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,25,0,0
C00392,2024-01-15,Account Management,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,29,1,0
C00392,2023-12-23,Service Quality,My service was cut off without warning. I demand an explanation.,3,7,0,0
C00393,2023-10-15,Account Management,The new meter reading service is fantastic.,2,2,0,1
C00393,2022-03-11,Meter Reading,My billing issue was resolved within hours. Highly recommend.,2,3,0,1
C00394,2024-12-18,Meter Reading,Billing seems correct this month. Last month there was a small issue.,3,10,0,1
C00394,2022-04-13,Technical,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5,28,1,1
C00394,2022-06-13,Meter Reading,This is the worst experience I have ever had. Planning to switch provider immediately.,4,17,0,1
C00394,2022-05-04,Billing,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,6,0,1
C00394,2023-05-21,Service Quality,Nothing special to report. Service has been average.,3,17,1,0
C00394,2024-12-01,Service Quality,No major problems but the website is a bit slow.,5,7,1,1
C00395,2024-03-19,Service Quality,I have called 7 times and nobody fixes the problem. I want to cancel my account.,1,2,0,1
C00395,2022-04-03,Meter Reading,"Excellent response time, I am very satisfied.",2,4,0,1
C00396,2024-07-09,Outage,My billing issue was resolved within hours. Highly recommend.,3,5,0,1
C00398,2023-04-10,Account Management,Account change was processed but took a few extra days.,3,15,0,1
C00398,2024-06-20,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,10,1,0
C00398,2022-05-13,Technical,Technician arrived on time but the fix took longer than expected.,4,19,1,0
C00398,2024-05-18,Service Quality,No major problems but the website is a bit slow.,4,18,1,0
C00398,2022-08-20,Service Quality,The technician never showed up. I took a day off work for nothing.,4,24,0,0
C00399,2024-03-06,Billing,Nothing special to report. Service has been average.,2,2,0,0
C00399,2024-05-28,Meter Reading,Nothing special to report. Service has been average.,3,5,0,1
C00400,2024-01-09,Technical,Billing seems correct this month. Last month there was a small issue.,1,4,0,1
C00400,2022-04-18,Billing,"Outstanding service quality, no issues whatsoever.",2,4,0,1
C00401,2024-04-04,Service Quality,Billing seems correct this month. Last month there was a small issue.,3,6,0,1
C00403,2024-02-10,Account Management,Unresponsive support and endless hold times. Absolutely awful.,3,8,1,1
C00403,2024-07-17,Outage,Unresponsive support and endless hold times. Absolutely awful.,5,27,0,0
C00403,2023-05-20,Meter Reading,My service was cut off without warning. I demand an explanation.,3,22,1,1
C00403,2022-04-12,Service Quality,This is the worst experience I have ever had. Planning to switch provider immediately.,4,20,1,0
C00403,2024-05-12,Meter Reading,Technician arrived on time but the fix took longer than expected.,4,17,1,0
C00403,2022-04-24,Service Quality,Unresponsive support and endless hold times. Absolutely awful.,3,23,0,1
C00404,2024-03-28,Service Quality,Had to follow up twice to get my meter reading corrected.,3,2,0,1
C00405,2022-04-08,Outage,Service interruption was brief. Would like better communication next time.,5,16,1,1
C00405,2022-11-07,Meter Reading,Technician arrived on time but the fix took longer than expected.,4,9,1,0
C00405,2022-06-21,Technical,My service was cut off without warning. I demand an explanation.,4,16,1,1
C00405,2024-06-27,Outage,Account change was processed but took a few extra days.,5,8,1,0
C00405,2022-12-06,Account Management,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4,18,0,1
C00408,2023-06-15,Service Quality,The support team was extremely helpful and resolved my issue quickly.,2,7,0,1
C00409,2024-07-13,Service Quality,"Great experience, the technician was professional and efficient.",1,5,0,1
C00409,2022-04-23,Technical,"Great experience, the technician was professional and efficient.",3,5,0,1
C00410,2023-03-13,Service Quality,Technician arrived on time but the fix took longer than expected.,4,12,1,0
C00410,2024-11-23,Account Management,No major problems but the website is a bit slow.,3,20,0,1
C00410,2023-02-21,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4,17,1,1
C00413,2023-08-01,Service Quality,Nothing special to report. Service has been average.,2,1,0,1
C00415,2024-03-04,Outage,The new meter reading service is fantastic.,2,7,0,1
C00417,2022-01-17,Account Management,"Outstanding service quality, no issues whatsoever.",3,6,0,1
C00418,2023-05-09,Account Management,I am absolutely furious — my bill doubled for no reason and no one can explain it.,2,7,0,0
C00418,2023-10-10,Technical,Very pleased with the resolution. Great team.,2,5,0,1
C00419,2023-03-25,Service Quality,Nothing special to report. Service has been average.,2,2,0,1
C00419,2023-03-26,Outage,The outage was resolved. It would have been nice to get a notification.,1,3,0,1
C00421,2024-12-24,Service Quality,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4,23,0,0
C00421,2024-02-28,Billing,Had to follow up twice to get my meter reading corrected.,5,27,1,0
C00421,2024-04-10,Meter Reading,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,7,0,0
C00422,2022-06-12,Account Management,Unresponsive support and endless hold times. Absolutely awful.,2,5,0,1
