cust_id,date_of_complaint,issue_type,feedback_text,priority_level,days_to_resolve,is_escalated,is_resolved
C00260,2024-04-04,Technical,Can you confirm my direct debit amount?,1,3,0,1
C00260,2023-03-15,Billing,The technician arrived a bit late but did a good job.,2,1,0,0
C00260,2022-03-25,Outage,I want a formal complaint registered. This has gone on too long.,4,16,0,1
C00261,2024-10-04,Service Quality,I have been waiting over a week for someone to call me back.,3,8,1,1
C00261,2024-12-22,Billing,I need to change my contact phone number on the account.,1,9,0,1
C00261,2023-09-19,Outage,My bill has errors and I have had to call twice about the same issue.,3,9,0,0
C00261,2023-06-02,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,10,0,0
C00262,2024-11-14,Meter Reading,Can you confirm my direct debit amount?,1,5,0,1
C00263,2024-03-22,Technical,"Three technicians, three no-shows. I have lost my patience entirely.",5,25,1,0
C00263,2022-10-25,Billing,My meter reading submission didn't go through on the first try.,2,10,0,0
C00264,2024-09-03,Billing,Your company has overcharged me for months and nobody will fix it.,5,21,0,0
C00265,2024-08-23,Billing,My meter reading submission didn't go through on the first try.,2,2,0,1
C00265,2022-08-04,Service Quality,Quick question about the new tariff letter I received.,1,2,0,1
C00266,2024-07-18,Outage,I took a day off work for the technician and nobody came.,4,4,1,0
C00266,2024-12-20,Meter Reading,My bill was slightly higher than I expected this month.,2,11,0,0
C00266,2024-05-20,Billing,"Everything is fine, just updating my details.",1,3,0,1
C00267,2024-08-02,Account Management,"There was a small discrepancy on my statement, now resolved.",2,5,0,1
C00267,2024-10-11,Billing,I want to cancel my account. I have had enough of this terrible service.,5,11,0,0
C00267,2024-05-03,Billing,I want a formal complaint registered. This has gone on too long.,4,17,0,1
C00268,2023-08-12,Account Management,The level of service I am receiving is completely unacceptable.,4,13,0,0
C00269,2024-07-26,Service Quality,I had trouble navigating the new online portal at first.,2,2,1,0
C00270,2023-10-19,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,9,0,1
C00270,2024-10-27,Billing,The level of service I am receiving is completely unacceptable.,4,10,1,1
C00270,2022-09-14,Service Quality,The worst customer experience I have ever had in my life.,5,26,1,0
C00271,2024-03-24,Meter Reading,Quick question about the new tariff letter I received.,1,1,0,1
C00271,2024-08-06,Outage,Calling to update my billing address.,1,5,0,1
C00271,2022-12-26,Account Management,I had trouble navigating the new online portal at first.,2,13,1,1
C00271,2023-07-27,Outage,Quick question about the new tariff letter I received.,1,1,0,1
C00273,2024-03-16,Service Quality,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,12,0,0
C00273,2023-05-16,Billing,My meter reading submission didn't go through on the first try.,2,11,0,1
C00274,2023-09-25,Technical,I have been waiting over a week for someone to call me back.,3,9,0,1
C00274,2023-05-20,Billing,I have been waiting over a week for someone to call me back.,3,18,0,1
C00275,2022-09-15,Billing,The technician did not show up at the agreed time without any notice.,3,8,0,0
C00275,2022-10-26,Account Management,I am considering switching providers if this is not fixed immediately.,4,15,1,0
C00276,2023-11-08,Technical,"Three technicians, three no-shows. I have lost my patience entirely.",5,29,1,0
C00276,2022-02-12,Billing,I waited longer than usual for a callback but it came eventually.,2,12,0,0
C00277,2024-02-24,Account Management,The technician arrived a bit late but did a good job.,2,9,0,1
C00278,2024-03-07,Meter Reading,I am considering switching providers if this is not fixed immediately.,4,18,1,1
C00278,2023-06-26,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,12,0,1
C00279,2024-12-11,Service Quality,I want to cancel my account. I have had enough of this terrible service.,5,5,1,1
C00279,2024-11-28,Billing,Calling to update my billing address.,1,1,0,1
C00280,2024-01-08,Service Quality,My bill was slightly higher than I expected this month.,2,11,0,1
C00281,2022-05-17,Service Quality,This is the third billing error in a row. I am losing patience.,4,6,1,1
C00281,2024-05-17,Account Management,Can you confirm my direct debit amount?,1,4,0,1
C00281,2023-01-04,Outage,I was treated rudely on my last call and I want this addressed.,4,16,0,1
C00282,2023-04-05,Account Management,Just checking when my next meter read is scheduled.,1,5,0,1
C00282,2023-07-24,Technical,The technician did not show up at the agreed time without any notice.,3,14,0,1
C00282,2023-02-10,Outage,My meter reading submission didn't go through on the first try.,2,7,1,0
C00283,2022-08-26,Technical,I would like to check my current balance please.,1,6,0,1
C00283,2024-11-16,Technical,"There was a small discrepancy on my statement, now resolved.",2,12,0,1
C00283,2024-07-01,Outage,I was treated rudely on my last call and I want this addressed.,4,3,1,0
C00284,2022-08-04,Account Management,Quick question about the new tariff letter I received.,1,6,0,1
C00284,2023-08-23,Meter Reading,The website was slow when I tried to log in yesterday.,2,13,0,0
C00284,2023-05-24,Technical,Nobody in your company seems to take responsibility for anything.,4,17,1,0
C00285,2024-02-19,Outage,I would like to know my current contract end date.,1,1,0,1
C00285,2024-11-18,Service Quality,I have been trying to get this resolved for two weeks now.,3,4,1,0
C00286,2023-01-23,Account Management,I am contacting my lawyer. This is negligent and completely unacceptable.,5,21,1,1
C00286,2023-11-11,Technical,Quick question about the new tariff letter I received.,1,9,1,1
C00287,2022-12-22,Service Quality,The website was slow when I tried to log in yesterday.,2,6,0,1
C00287,2024-02-19,Account Management,I had trouble navigating the new online portal at first.,2,14,1,0
C00287,2024-09-18,Service Quality,I would like to check my current balance please.,1,5,0,1
C00287,2023-07-26,Technical,The worst customer experience I have ever had in my life.,5,29,1,0
C00287,2023-01-25,Account Management,The technician arrived a bit late but did a good job.,2,6,0,1
C00288,2024-10-03,Billing,This is the third billing error in a row. I am losing patience.,4,17,1,0
C00289,2022-01-15,Billing,The email confirmation for my account change took two days to arrive.,2,5,0,1
C00289,2024-05-17,Billing,The technician arrived a bit late but did a good job.,2,6,0,1
C00289,2022-03-25,Outage,My power has been out for two days and nobody has given me an update.,4,21,0,1
C00289,2024-05-17,Technical,Response time was a bit slower than last time I called.,2,2,0,1
C00290,2024-12-16,Billing,I want a formal complaint registered. This has gone on too long.,4,12,1,1
C00290,2024-08-15,Technical,My account was charged incorrectly and I am still waiting for a credit.,3,17,1,1
C00291,2024-05-23,Meter Reading,I would like to know my current contract end date.,1,7,0,1
C00291,2024-03-09,Service Quality,I was on hold for about 20 minutes which felt long.,2,2,1,0
C00291,2024-02-12,Account Management,I have escalated this complaint twice and it is still not resolved.,4,1,1,1
C00291,2024-06-18,Account Management,Quick question about the new tariff letter I received.,1,7,1,1
C00291,2024-09-22,Meter Reading,The technician did not show up at the agreed time without any notice.,3,19,0,0
C00292,2022-01-01,Technical,My bill has errors and I have had to call twice about the same issue.,3,19,0,0
C00292,2022-04-10,Service Quality,The technician arrived a bit late but did a good job.,2,13,0,1
C00292,2023-10-20,Outage,The customer service agent I spoke to was not very helpful.,3,15,0,0
C00292,2022-01-20,Meter Reading,My meter reading submission didn't go through on the first try.,2,6,1,1
C00293,2023-06-23,Outage,I want to switch to paperless billing.,1,6,0,0
C00295,2024-07-02,Billing,I am switching providers immediately. I cannot tolerate this incompetence.,5,7,1,1
C00296,2024-05-12,Outage,I have escalated this complaint twice and it is still not resolved.,4,6,1,0
C00296,2024-08-07,Account Management,Could you send me a copy of last month's bill?,1,9,0,1
C00296,2022-04-20,Meter Reading,I had trouble navigating the new online portal at first.,2,13,0,1
C00297,2022-04-10,Technical,The website was slow when I tried to log in yesterday.,2,7,0,1
C00297,2024-10-26,Billing,I have been trying to get this resolved for two weeks now.,3,9,0,0
C00297,2024-06-04,Technical,I would like to check my current balance please.,1,5,0,1
C00298,2023-01-27,Outage,Calling to update my billing address.,1,9,0,1
C00298,2024-01-07,Service Quality,I waited longer than usual for a callback but it came eventually.,2,2,0,1
C00298,2022-06-10,Outage,I have been waiting over a week for someone to call me back.,3,8,1,1
C00299,2023-08-28,Outage,I feel like loyal customers are not being valued the way they should be.,3,2,1,0
C00299,2024-11-13,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,12,0,0
C00300,2024-02-24,Meter Reading,I would like to check my current balance please.,1,5,1,0
C00300,2022-04-19,Service Quality,The website was slow when I tried to log in yesterday.,2,9,0,1
C00300,2024-04-09,Technical,Response time was a bit slower than last time I called.,2,6,0,1
C00300,2022-01-14,Outage,I waited longer than usual for a callback but it came eventually.,2,3,0,1
C00301,2022-07-09,Outage,Nobody in your company seems to take responsibility for anything.,4,18,1,1
C00301,2024-07-10,Service Quality,"Everything is fine, just updating my details.",1,5,0,1
C00301,2024-01-28,Outage,I want to cancel my account. I have had enough of this terrible service.,5,11,0,1
C00302,2022-07-02,Service Quality,I had trouble navigating the new online portal at first.,2,2,0,1
C00302,2024-05-09,Billing,I would like to check my current balance please.,1,5,0,0
C00302,2024-08-02,Account Management,The customer service agent I spoke to was not very helpful.,3,12,1,0
C00303,2024-04-26,Technical,The customer service agent I spoke to was not very helpful.,3,10,1,1
C00303,2024-07-14,Technical,I had trouble navigating the new online portal at first.,2,1,0,1
C00303,2024-02-02,Technical,Response time was a bit slower than last time I called.,2,11,0,1
C00303,2024-12-08,Service Quality,The online chat bot could not help me and I had to call anyway.,3,17,0,0
C00304,2024-03-17,Meter Reading,I was on hold for about 20 minutes which felt long.,2,14,0,0
C00304,2024-01-21,Meter Reading,Quick question about the new tariff letter I received.,1,8,0,1
C00304,2022-02-05,Billing,The customer service agent I spoke to was not very helpful.,3,5,0,0
C00304,2023-05-14,Account Management,My bill was slightly higher than I expected this month.,2,7,0,1
C00304,2023-11-09,Billing,I am not satisfied with how my previous complaint was handled.,3,11,1,1
C00305,2024-04-10,Billing,The technician arrived a bit late but did a good job.,2,8,0,0
C00305,2022-06-23,Billing,I have been waiting over a week for someone to call me back.,3,1,0,0
C00305,2023-05-06,Service Quality,The online chat bot could not help me and I had to call anyway.,3,16,1,0
C00306,2024-12-12,Billing,I am switching providers immediately. I cannot tolerate this incompetence.,5,11,0,0
C00306,2024-05-21,Billing,I feel like loyal customers are not being valued the way they should be.,3,17,0,0
C00306,2023-04-15,Technical,I had trouble navigating the new online portal at first.,2,9,0,1
C00306,2023-03-18,Account Management,I was treated rudely on my last call and I want this addressed.,4,21,0,1
C00307,2023-02-09,Outage,The level of service I am receiving is completely unacceptable.,4,19,1,1
C00308,2023-04-20,Billing,Response time was a bit slower than last time I called.,2,12,0,1
C00308,2023-08-02,Account Management,I am not satisfied with how my previous complaint was handled.,3,7,1,1
C00309,2023-09-20,Outage,I had trouble navigating the new online portal at first.,2,10,0,1
C00309,2023-08-04,Technical,My power has been out for two days and nobody has given me an update.,4,19,0,1
C00309,2024-01-04,Service Quality,I am not satisfied with how my previous complaint was handled.,3,8,0,0
C00310,2022-06-16,Account Management,Just checking when my next meter read is scheduled.,1,4,1,0
C00311,2023-07-28,Service Quality,The online chat bot could not help me and I had to call anyway.,3,16,0,1
C00312,2024-08-02,Billing,I have been waiting over a week for someone to call me back.,3,5,1,1
C00313,2023-09-27,Meter Reading,Could you send me a copy of last month's bill?,1,2,0,1
C00313,2024-05-16,Outage,My meter reading submission didn't go through on the first try.,2,5,0,1
C00313,2023-09-19,Account Management,I had trouble navigating the new online portal at first.,2,13,0,0
C00313,2024-09-17,Technical,I am not satisfied with how my previous complaint was handled.,3,1,1,0
C00314,2024-08-11,Account Management,"There was a small discrepancy on my statement, now resolved.",2,5,1,1
C00315,2023-11-28,Technical,The website was slow when I tried to log in yesterday.,2,13,0,1
C00315,2023-08-23,Service Quality,I took a day off work for the technician and nobody came.,4,14,1,0
C00315,2023-07-01,Technical,I have been trying to get this resolved for two weeks now.,3,2,0,0
C00315,2024-12-03,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,20,1,1
C00315,2024-09-26,Outage,I want a formal complaint registered. This has gone on too long.,4,6,0,1
C00316,2024-01-23,Billing,I am considering switching providers if this is not fixed immediately.,4,19,0,1
C00317,2024-01-23,Service Quality,The technician did not show up at the agreed time without any notice.,3,13,0,0
C00317,2023-04-06,Technical,The website was slow when I tried to log in yesterday.,2,8,0,0
C00317,2023-10-28,Meter Reading,I have been waiting over a week for someone to call me back.,3,15,0,0
C00317,2024-10-06,Outage,I am contacting my lawyer. This is negligent and completely unacceptable.,5,5,0,0
C00318,2024-04-11,Billing,My meter reading submission didn't go through on the first try.,2,12,1,1
C00319,2024-02-08,Technical,I have been trying to get this resolved for two weeks now.,3,12,0,0
C00319,2024-11-10,Billing,I have been trying to get this resolved for two weeks now.,3,19,0,1
C00319,2024-12-01,Billing,I am very unhappy with the service. My complaint from last month is still open.,4,22,1,1
C00320,2024-02-14,Account Management,The online chat bot could not help me and I had to call anyway.,3,17,1,1
C00320,2023-11-26,Technical,The rate increase was not communicated clearly and came as a surprise.,3,10,0,1
C00321,2023-10-01,Meter Reading,Nobody in your company seems to take responsibility for anything.,4,5,1,0
C00321,2024-09-08,Technical,The technician did not show up at the agreed time without any notice.,3,9,0,1
C00322,2024-10-24,Billing,The website was slow when I tried to log in yesterday.,2,14,0,0
C00323,2023-11-21,Account Management,Just checking when my next meter read is scheduled.,1,8,0,1
C00323,2023-04-18,Outage,"There was a small discrepancy on my statement, now resolved.",2,11,0,0
C00324,2023-10-18,Account Management,I have been trying to get this resolved for two weeks now.,3,7,0,1
C00324,2023-07-09,Meter Reading,Can you confirm my direct debit amount?,1,4,0,1
C00324,2022-04-25,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,1,1,1
C00324,2023-10-13,Service Quality,Quick question about the new tariff letter I received.,1,7,0,1
C00324,2024-04-26,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,5,1,0
C00325,2024-04-28,Service Quality,I have been waiting over a week for someone to call me back.,3,9,0,0
C00325,2024-05-27,Account Management,I had trouble navigating the new online portal at first.,2,9,0,0
C00325,2024-10-09,Meter Reading,Can you confirm my direct debit amount?,1,2,0,1
C00326,2023-06-08,Outage,The online chat bot could not help me and I had to call anyway.,3,17,1,1
C00326,2023-07-15,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,1,1,0
C00326,2023-07-05,Account Management,"Everything is fine, just updating my details.",1,8,1,1
C00327,2024-09-03,Technical,My bill was slightly higher than I expected this month.,2,14,0,1
C00327,2023-09-01,Technical,I need to change my contact phone number on the account.,1,8,0,1
C00327,2024-02-24,Service Quality,I waited longer than usual for a callback but it came eventually.,2,8,0,1
C00328,2022-11-05,Billing,I have been trying to get this resolved for two weeks now.,3,5,1,1
C00328,2022-07-08,Meter Reading,The technician arrived a bit late but did a good job.,2,1,0,1
C00329,2022-08-28,Service Quality,I need to change my contact phone number on the account.,1,8,1,1
C00329,2022-04-17,Account Management,The technician arrived a bit late but did a good job.,2,13,0,1
C00330,2024-03-10,Technical,This is the third billing error in a row. I am losing patience.,4,15,0,0
C00331,2024-06-12,Account Management,I need to change my contact phone number on the account.,1,2,0,0
C00331,2023-06-05,Service Quality,The website was slow when I tried to log in yesterday.,2,4,0,0
C00331,2022-07-05,Outage,I feel like loyal customers are not being valued the way they should be.,3,18,1,1
C00331,2022-04-19,Technical,I feel like loyal customers are not being valued the way they should be.,3,16,0,1
C00332,2024-09-27,Account Management,Your company has overcharged me for months and nobody will fix it.,5,2,1,0
C00334,2022-10-21,Service Quality,I am contacting my lawyer. This is negligent and completely unacceptable.,5,21,0,0
C00334,2024-03-26,Meter Reading,I need to change my contact phone number on the account.,1,6,0,1
C00336,2023-02-06,Service Quality,The level of service I am receiving is completely unacceptable.,4,23,0,1
C00337,2023-02-19,Technical,Just checking when my next meter read is scheduled.,1,5,0,1
C00338,2024-11-18,Meter Reading,Calling to update my billing address.,1,2,1,1
C00338,2023-09-08,Account Management,I feel like loyal customers are not being valued the way they should be.,3,17,0,1
C00339,2023-03-22,Meter Reading,"There was a small discrepancy on my statement, now resolved.",2,12,0,1
C00339,2024-04-20,Outage,This is the third billing error in a row. I am losing patience.,4,13,1,0
C00339,2024-07-10,Meter Reading,The email confirmation for my account change took two days to arrive.,2,6,0,1
C00339,2022-06-08,Service Quality,Can you confirm my direct debit amount?,1,8,0,1
C00339,2023-01-16,Billing,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,21,0,0
C00340,2024-04-02,Account Management,I have been trying to get this resolved for two weeks now.,3,8,0,0
C00340,2022-11-03,Outage,I took a day off work for the technician and nobody came.,4,1,1,0
C00340,2022-02-25,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,14,0,1
C00341,2022-11-01,Meter Reading,I had trouble navigating the new online portal at first.,2,7,0,0
C00342,2022-12-18,Account Management,I was on hold for about 20 minutes which felt long.,2,11,0,1
C00342,2024-03-08,Service Quality,The technician did not show up at the agreed time without any notice.,3,7,1,0
C00343,2022-12-22,Service Quality,I have been trying to get this resolved for two weeks now.,3,9,0,0
C00344,2024-10-26,Service Quality,This is the third billing error in a row. I am losing patience.,4,10,1,0
C00344,2024-07-07,Outage,I have been waiting over a week for someone to call me back.,3,4,0,1
C00344,2022-04-09,Technical,I am very unhappy with the service. My complaint from last month is still open.,4,24,1,1
C00346,2022-01-06,Meter Reading,Your company has overcharged me for months and nobody will fix it.,5,1,0,1
C00346,2022-10-08,Billing,My bill has errors and I have had to call twice about the same issue.,3,16,0,1
C00346,2024-05-05,Service Quality,I have been trying to get this resolved for two weeks now.,3,10,1,0
C00346,2024-02-04,Outage,I am very unhappy with the service. My complaint from last month is still open.,4,6,1,1
C00347,2023-08-14,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,13,0,0
C00347,2022-04-07,Billing,Calling to update my billing address.,1,9,1,1
C00347,2023-09-22,Technical,Just checking when my next meter read is scheduled.,1,9,0,1
C00347,2024-02-17,Service Quality,I am considering switching providers if this is not fixed immediately.,4,1,0,0
C00348,2024-11-24,Account Management,I feel like loyal customers are not being valued the way they should be.,3,1,0,1
C00349,2023-06-06,Technical,I feel like loyal customers are not being valued the way they should be.,3,18,1,1
C00349,2022-08-08,Account Management,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,28,1,0
C00349,2022-04-26,Technical,I had trouble navigating the new online portal at first.,2,8,1,0
C00351,2022-01-10,Outage,The technician arrived a bit late but did a good job.,2,7,1,1
C00351,2023-10-03,Billing,My meter reading submission didn't go through on the first try.,2,10,1,1
C00351,2023-09-11,Technical,The rate increase was not communicated clearly and came as a surprise.,3,1,1,1
C00351,2022-08-26,Outage,My bill was slightly higher than I expected this month.,2,2,0,1
C00351,2024-10-06,Technical,I am contacting my lawyer. This is negligent and completely unacceptable.,5,23,0,0
C00351,2024-12-09,Outage,The customer service agent I spoke to was not very helpful.,3,9,0,0
C00352,2024-03-21,Billing,I need to change my contact phone number on the account.,1,7,0,1
C00352,2023-07-10,Service Quality,Just checking when my next meter read is scheduled.,1,3,0,1
C00353,2022-05-13,Service Quality,My meter reading submission didn't go through on the first try.,2,13,0,1
C00353,2022-06-23,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,10,1,0
C00353,2024-02-13,Account Management,The customer service agent I spoke to was not very helpful.,3,6,1,1
C00354,2024-02-07,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,18,1,1
C00354,2023-11-17,Account Management,I have been without power for five days and your team does not care at all.,5,7,1,0
C00354,2024-04-03,Service Quality,I am not satisfied with how my previous complaint was handled.,3,14,0,0
C00355,2024-08-09,Outage,I waited longer than usual for a callback but it came eventually.,2,5,0,0
C00355,2024-06-11,Technical,"Everything is fine, just updating my details.",1,7,0,1
C00357,2024-02-06,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,2,1,0
C00358,2023-09-22,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,15,0,1
C00358,2022-12-13,Account Management,The online chat bot could not help me and I had to call anyway.,3,7,0,1
C00358,2023-08-14,Meter Reading,I have been trying to get this resolved for two weeks now.,3,5,0,1
C00360,2024-10-01,Outage,I have been without power for five days and your team does not care at all.,5,1,0,0
C00361,2024-07-28,Billing,The level of service I am receiving is completely unacceptable.,4,7,0,0
C00361,2024-12-11,Meter Reading,Could you send me a copy of last month's bill?,1,4,0,1
C00361,2024-08-12,Account Management,I have been trying to get this resolved for two weeks now.,3,4,0,0
C00362,2022-04-20,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,12,0,0
C00363,2022-05-08,Outage,"There was a small discrepancy on my statement, now resolved.",2,2,0,1
C00363,2024-06-18,Outage,"There was a small discrepancy on my statement, now resolved.",2,5,0,1
C00363,2023-09-11,Outage,I want a formal complaint registered. This has gone on too long.,4,13,0,1
C00363,2022-03-12,Outage,The customer service agent I spoke to was not very helpful.,3,7,0,0
C00364,2022-08-26,Meter Reading,I have been waiting over a week for someone to call me back.,3,15,0,0
C00364,2024-04-04,Outage,I have been waiting over a week for someone to call me back.,3,5,0,1
C00365,2024-08-20,Technical,My bill has errors and I have had to call twice about the same issue.,3,2,0,1
C00365,2024-05-06,Service Quality,I would like to know my current contract end date.,1,6,0,0
C00365,2024-09-06,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,7,1,0
C00365,2024-10-10,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,14,0,1
C00367,2022-09-15,Meter Reading,I took a day off work for the technician and nobody came.,4,24,0,0
C00368,2023-06-22,Meter Reading,Nobody in your company seems to take responsibility for anything.,4,12,0,1
C00368,2024-10-24,Billing,Your company has overcharged me for months and nobody will fix it.,5,16,1,1
C00368,2024-06-09,Technical,Response time was a bit slower than last time I called.,2,2,0,1
C00368,2022-11-26,Account Management,Response time was a bit slower than last time I called.,2,12,0,1
C00369,2023-12-22,Outage,I have been waiting over a week for someone to call me back.,3,3,0,0
C00369,2024-08-01,Outage,I was on hold for about 20 minutes which felt long.,2,12,0,0
C00370,2022-03-23,Billing,My bill was slightly higher than I expected this month.,2,8,0,1
C00370,2023-07-04,Service Quality,I have been waiting over a week for someone to call me back.,3,16,1,1
C00371,2024-09-09,Service Quality,I would like to check my current balance please.,1,5,0,1
C00371,2024-03-23,Billing,My meter reading submission didn't go through on the first try.,2,8,0,1
C00371,2022-01-18,Meter Reading,I had trouble navigating the new online portal at first.,2,4,0,1
C00373,2024-11-19,Account Management,Quick question about the new tariff letter I received.,1,3,0,1
C00373,2024-12-17,Billing,Can you confirm my direct debit amount?,1,5,0,1
C00374,2022-04-21,Account Management,The website was slow when I tried to log in yesterday.,2,4,0,1
C00374,2023-09-27,Account Management,The online chat bot could not help me and I had to call anyway.,3,12,0,1
C00375,2023-03-17,Account Management,I was on hold for about 20 minutes which felt long.,2,11,1,1
C00376,2022-06-27,Account Management,I want to cancel my account. I have had enough of this terrible service.,5,15,1,1
C00377,2023-11-08,Meter Reading,The technician arrived a bit late but did a good job.,2,11,1,0
C00377,2022-04-16,Meter Reading,I took a day off work for the technician and nobody came.,4,6,0,1
C00377,2023-04-21,Technical,I have been trying to get this resolved for two weeks now.,3,12,1,0
C00379,2023-07-25,Account Management,I am switching providers immediately. I cannot tolerate this incompetence.,5,15,1,1
C00380,2024-04-24,Service Quality,Could you send me a copy of last month's bill?,1,4,0,0
C00380,2024-10-20,Account Management,I had trouble navigating the new online portal at first.,2,9,0,1
C00380,2024-06-07,Outage,I have been waiting over a week for someone to call me back.,3,7,1,0
C00380,2024-01-16,Account Management,I would like to know my current contract end date.,1,5,0,1
C00380,2024-04-25,Billing,I am not satisfied with how my previous complaint was handled.,3,9,1,0
C00381,2024-07-20,Billing,My bill has errors and I have had to call twice about the same issue.,3,13,0,0
C00381,2024-10-09,Meter Reading,The technician did not show up at the agreed time without any notice.,3,18,0,0
C00381,2024-05-10,Meter Reading,This is the third billing error in a row. I am losing patience.,4,4,0,0
C00382,2024-04-14,Technical,The website was slow when I tried to log in yesterday.,2,5,0,0
C00382,2024-12-19,Billing,My power has been out for two days and nobody has given me an update.,4,7,1,1
C00382,2022-12-27,Billing,The email confirmation for my account change took two days to arrive.,2,12,0,0
C00383,2022-07-08,Outage,I feel like loyal customers are not being valued the way they should be.,3,8,0,1
C00383,2022-10-08,Billing,"Three technicians, three no-shows. I have lost my patience entirely.",5,4,0,0
C00384,2022-06-16,Service Quality,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,29,1,0
C00384,2022-04-06,Outage,The customer service agent I spoke to was not very helpful.,3,13,0,0
C00385,2023-08-21,Technical,Could you send me a copy of last month's bill?,1,3,0,0
C00385,2024-07-26,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,3,0,0
C00386,2023-06-28,Account Management,The online chat bot could not help me and I had to call anyway.,3,7,1,0
C00386,2023-12-26,Account Management,I want a formal complaint registered. This has gone on too long.,4,22,1,1
C00386,2024-06-22,Billing,I was treated rudely on my last call and I want this addressed.,4,14,0,0
C00387,2022-08-10,Technical,The level of service I am receiving is completely unacceptable.,4,18,0,1
C00387,2023-12-02,Technical,I want to cancel my account. I have had enough of this terrible service.,5,19,0,1
C00387,2022-05-25,Account Management,The technician did not show up at the agreed time without any notice.,3,6,0,1
C00388,2024-01-20,Technical,The technician arrived a bit late but did a good job.,2,10,0,1
C00388,2024-01-05,Account Management,The worst customer experience I have ever had in my life.,5,13,0,1
C00388,2024-05-26,Technical,I was on hold for about 20 minutes which felt long.,2,10,0,1
C00388,2024-05-21,Outage,I want a formal complaint registered. This has gone on too long.,4,8,0,0
C00389,2024-09-26,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,5,0,1
C00389,2024-09-17,Meter Reading,I would like to check my current balance please.,1,9,0,1
C00390,2022-10-09,Service Quality,The email confirmation for my account change took two days to arrive.,2,3,0,1
C00391,2023-05-24,Outage,I have escalated this complaint twice and it is still not resolved.,4,7,1,1
C00393,2024-07-15,Account Management,I need to change my contact phone number on the account.,1,8,0,1
C00393,2023-04-03,Outage,This is the third billing error in a row. I am losing patience.,4,19,1,1
C00393,2023-09-10,Outage,The customer service agent I spoke to was not very helpful.,3,8,0,0
C00394,2024-11-23,Billing,I waited longer than usual for a callback but it came eventually.,2,9,1,1
C00396,2023-09-22,Outage,I have escalated this complaint twice and it is still not resolved.,4,20,0,1
C00396,2022-07-16,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,17,0,1
C00396,2023-09-13,Billing,Response time was a bit slower than last time I called.,2,11,0,1
C00397,2023-04-28,Service Quality,My meter reading submission didn't go through on the first try.,2,12,1,1
C00397,2024-03-11,Account Management,I want to cancel my account. I have had enough of this terrible service.,5,15,0,0
C00397,2023-03-14,Outage,I would like to know my current contract end date.,1,1,0,1
C00397,2023-02-19,Service Quality,I have been waiting over a week for someone to call me back.,3,4,0,1
C00398,2023-08-24,Outage,Could you send me a copy of last month's bill?,1,3,0,1
C00398,2022-07-14,Service Quality,I want a full refund and I am cancelling everything today.,5,24,1,0
C00399,2024-10-22,Technical,I am very unhappy with the service. My complaint from last month is still open.,4,7,0,0
C00400,2024-04-28,Meter Reading,"There was a small discrepancy on my statement, now resolved.",2,4,0,1
C00400,2022-05-11,Technical,I was on hold for about 20 minutes which felt long.,2,7,1,1
C00401,2023-11-24,Account Management,Can you confirm my direct debit amount?,1,1,0,1
C00401,2024-02-09,Outage,Nobody in your company seems to take responsibility for anything.,4,3,0,1
C00401,2022-03-04,Billing,I was on hold for about 20 minutes which felt long.,2,10,0,1
C00403,2022-07-13,Account Management,Could you send me a copy of last month's bill?,1,5,0,1
C00403,2023-04-05,Service Quality,I waited longer than usual for a callback but it came eventually.,2,9,0,1
C00403,2023-05-25,Service Quality,The online chat bot could not help me and I had to call anyway.,3,8,0,0
C00405,2024-04-20,Account Management,Quick question about the new tariff letter I received.,1,9,0,1
C00405,2023-04-26,Service Quality,I waited longer than usual for a callback but it came eventually.,2,9,0,1
C00406,2024-11-02,Outage,I have escalated this complaint twice and it is still not resolved.,4,11,0,1
C00406,2024-05-15,Account Management,This is the third billing error in a row. I am losing patience.,4,16,1,1
C00406,2024-03-07,Outage,The email confirmation for my account change took two days to arrive.,2,11,0,1
C00406,2024-11-14,Meter Reading,Quick question about the new tariff letter I received.,1,9,0,1
C00406,2024-02-03,Meter Reading,I took a day off work for the technician and nobody came.,4,7,0,1
